,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
52722,65099,불국토　　,33766,,출금,우리은행,F020,자동입력,,,CMS공동망 출금이체,기부,EI01,0,66000,,,,,,불국토,3,　　토국불
62046,16541,해피 　,11466,우리은행,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,기타입금,DC11,430000,430000,,,,,,해피,2,　 피해
60949,8759,사회복지법인상금　,5907,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,1013000,1318000,,,,,,사회복지법인상금,8,　금상인법지복회사
46161,13459,제이에치인터내셔날　,9215,,입금,우리은행,F020,회사명,,,전자뱅킹예약건별이체,회사입금,DC02,1000,1000,,,,,,제이에치인터내셔날,9,　날셔내터인치에이제
63009,53214,나드리　,23273,우리은행,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,기타출금,EH04,0,200000,,,,,,나드리,3,　리드나
58770,57441,농협시댁계비　,27191,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,모임비,EH03,20000,20000,,,,,,농협시댁계비,6,　비계댁시협농
52630,64589,봉녕사　,33306,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,기부,EI01,30000,30000,,,,,,봉녕사,3,　사녕봉
51753,48222,금룡사　,19284,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,기부,EI01,10000,10000,,,,,,금룡사,3,　사룡금
44854,8404,본도시락　프로모션　,5652,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,480000,480000,,,,,,본도시락　프로모션,8,　션모로프　락시도본
48385,53907,노비타　,23897,,출금,우리은행,F020,회사명,,,펌뱅킹 출금이체,회사출금,EI05,17000,20000,,,,,,노비타,3,　타비노
61657,14150,쥬씨　모바일쿠폰　,9791,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,페이백,DB04,0,101000,,,,,,쥬씨　모바일쿠폰,7,　폰쿠일바모　씨쥬
59832,69650,수협　,37872,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,금융지출,EA07,0,1993000,,,,,,수협,2,　협수
6002,10138,시간외수당（,6854,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,26000,26000,,,,,,시간외수당（,6,（당수외간시
52179,58584,대구신천역까사밀라(,28215,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,기부,EI01,80000,80000,,,,,,대구신천역까사밀라(,10,(라밀사까역천신구대
45705,11474,여수복합신도시개발（,7908,,입금,우리은행,F020,회사명,,,전자뱅킹예약건별이체,회사입금,DC02,138000,138000,,,,,,여수복합신도시개발（,10,（발개시도신합복수여
48517,58575,대구새한정밀인쇄사（,28206,,출금,우리은행,F020,회사명,,,전자뱅킹예약건별이체,회사출금,EI05,32840000,32840000,,,,,,대구새한정밀인쇄사（,10,（사쇄인밀정한새구대
44994,8983,삼성전자서비스（,6028,,입금,우리은행,F020,회사명,,,펌뱅킹 입금이체,회사입금,DC02,0,5648000,,,,,,삼성전자서비스（,8,（스비서자전성삼
48511,58384,대구(주)블루캐슬(,28034,,출금,우리은행,F020,회사명,,,전자뱅킹예약건별이체,회사출금,EI05,550000,550000,,,,,,대구(주)블루캐슬(,10,(슬캐루블)주(구대
45444,10878,씨제이대한통운（,7483,,입금,우리은행,F020,회사명,,,펌뱅킹 입금이체,회사입금,DC02,0,9700000,,,,,,씨제이대한통운（,8,（운통한대이제씨
46870,15174,티에이케이텍스타일(,10512,,입금,우리은행,F020,회사명,,,어음만기입금,회사입금,DC02,3037000,3037000,,,,,,티에이케이텍스타일(,10,(일타스텍이케이에티
61517,12962,일반장학금（철강 ）,8909,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,지원금/장학금,DC07,190000,190000,,,,,,일반장학금철강,7,） 강철（금학장반일
48682,59680,디엠씨（ＤＭＣ）,29220,,출금,우리은행,F020,회사명,,,전자뱅킹예약건별이체,회사출금,EI05,89000,89000,,,,,,디엠씨ＤＭＣ,6,）ＣＭＤ（씨엠디
42914,1804,(주)알엑스씨(RXC),546,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,97000,272000,,,,,,주알엑스씨RXC,8,)CXR(씨스엑알)주(
62941,50317,김민수（ＫＴ）,21069,우리은행,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,통신비,EB03,6000,6000,,,,,,김민수ＫＴ,5,）ＴＫ（수민김
65230,69117,송영주(KT),37406,우리은행,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,개인간거래,EH01,1000,1000,,,,,,송영주KT,5,)TK(주영송
42423,1281,(유)에쓰퍼트(S-PERT),27,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,3000,7686000,,,,,,유에쓰퍼트S-PERT,10,)TREP-S(트퍼쓰에)유(
60823,8173,박현석(마골),5514,우리은행,입금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,개인입금,DC03,0,0,,,,,,박현석마골,5,)골마(석현박
58828,57542,농협용인시（이희관）,27276,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,56000,56000,,,,,,농협용인시이희관,8,）관희이（시인용협농
63708,59476,동양증(양정규),29026,우리은행,출금,우리은행,F020,실명,,,요구불간계좌이체,개인간거래,EH01,0,0,,,,,,동양증양정규,6,)규정양(증양동
60903,8553,부의 (윤행균),5786,우리은행,입금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,경조사/용돈입금,DC05,50000,50000,,,,,,부의 윤행균,5,)균행윤( 의부
61762,14526,최환열(조의금),10051,우리은행,입금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,경조사/용돈입금,DC05,50000,50000,,,,,,최환열조의금,6,)금의조(열환최
60844,8236,배명중（퇴직금）,5549,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,퇴직금,DA02,12796000,12796000,,,,,,배명중퇴직금,6,）금직퇴（중명배
60437,3699,경비（현금）,2158,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,복리후생비/경비,DC01,150000,2285000,,,,,,경비현금,4,）금현（비경
61476,12733,이우정（마창건기）,8770,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,개인입금,DC03,880000,880000,,,,,,이우정마창건기,7,）기건창마（정우이
65406,69830,스크린　（기기）,38027,우리은행,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,기타출금,EH04,20900000,20900000,,,,,,스크린　기기,5,）기기（　린크스
60421,3582,개인포상금（코로나）,2053,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,100000,100000,,,,,,개인포상금코로나,8,）나로코（금상포인개
60832,8217,방종대（오크노）,5536,우리은행,입금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,기타입금,DC11,3703000,3703000,,,,,,방종대오크노,6,）노크오（대종방
50770,57752,농협임점빈（아가다）,27477,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,1210000,1210000,,,,,,농협임점빈아가다,8,）다가아（빈점임협농
44850,8366,보수(동해단),5623,,입금,우리은행,F020,회사명,,,지로대량급여 입금이체,회사입금,DC02,2472000,5214000,,,,,,보수동해단,5,)단해동(수보
55350,14753,코로나（재택상담）,10234,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,지원금/장학금,DC07,70000,300000,,,,,,코로나재택상담,7,）담상택재（나로코
56610,45954,국민반금득(임대),17304,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,공간임대,EI02,450000,450000,,,,,,국민반금득임대,7,)대임(득금반민국
56646,46040,국민송정준(임대),17374,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,공간임대,EI02,378000,378000,,,,,,국민송정준임대,7,)대임(준정송민국
62286,40436,SKB구_티브로드),12842,우리은행,출금,우리은행,F020,자동입력,,,지로 출금이체,통신비,EB03,0,382000,,,,,,SKB구_티브로드),9,)드로브티_구BKS
60436,3698,경비（카드）,2157,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,복리후생비/경비,DC01,35000,1152000,,,,,,경비카드,4,）드카（비경
61979,16012,하비월드（골라라）,11145,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,사업소득,DA03,8000,1221000,,,,,,하비월드골라라,7,）라라골（드월비하
61433,12343,위드마리（골라라）,8585,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,사업소득,DA03,7000,60000,,,,,,위드마리골라라,7,）라라골（리마드위
60722,7413,라멜라울산（골라라）,5094,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,사업소득,DA03,29000,64000,,,,,,라멜라울산골라라,8,）라라골（산울라멜라
61313,11711,오도어（골라라）,8117,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,사업소득,DA03,8000,112000,,,,,,오도어골라라,6,）라라골（어도오
61078,9771,세액바온（골라라）,6588,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,8000,42000,,,,,,세액바온골라라,7,）라라골（온바액세
60738,7489,로즈베이（골라라）,5157,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,사업소득,DA03,50000,1254000,,,,,,로즈베이골라라,7,）라라골（이베즈로
55348,14752,코로나（소아외래）,10233,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,지원금/장학금,DC07,70000,70000,,,,,,코로나소아외래,7,）래외아소（나로코
55346,14751,코로나（감염관리）,10232,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,지원금/장학금,DC07,60000,1000000,,,,,,코로나감염관리,7,）리관염감（나로코
50754,57471,농협심효정(심블리),27218,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,81000,81000,,,,,,농협심효정심블리,8,)리블심(정효심협농
45544,11143,야놀자（데일리）,7657,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,0,855000,,,,,,야놀자데일리,6,）리일데（자놀야
5840,9559,설　상여（코마）,6420,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1000000,1000000,,,,,,설　상여코마,5,）마코（여상　설
50468,46233,국민유정심(이사모),17540,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,50000,50000,,,,,,국민유정심이사모,8,)모사이(심정유민국
63381,58745,대신증(이승목),28368,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,저축/투자,EA04,0,0,,,,,,대신증이승목,6,)목승이(증신대
61688,14234,지킴자금(동대문),9858,우리은행,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,기타소득,DA06,1000000,1000000,,,,,,지킴자금동대문,7,)문대동(금자킴지
44409,6897,대유ＤＣＧ（동복）,4661,,입금,우리은행,F020,회사명,,,전자뱅킹예약건별이체,회사입금,DC02,0,0,,,,,,대유ＤＣＧ동복,7,）복동（ＧＣＤ유대
59052,58048,농협화성시（손부봉）,27740,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,0,0,,,,,,농협화성시손부봉,8,）봉부손（시성화협농
59670,65844,삼성카드(할부),34417,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,카드대금,EA06,0,2178000,,,,,,삼성카드할부,6,)부할(드카성삼
61224,11142,야놀자（데일리환불）,7656,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,0,158000,,,,,,야놀자데일리환불,8,）불환리일데（자놀야
50736,57158,농협김한섭（더큐브）,26930,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,800000,800000,,,,,,농협김한섭더큐브,8,）브큐더（섭한김협농
61328,11765,오용탁（유류비）,8152,우리은행,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,복리후생비/경비,DC01,0,0,,,,,,오용탁유류비,6,）비류유（탁용오
64268,63035,박지원(생활비),32032,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,기타출금,EH04,0,0,,,,,,박지원생활비,6,)비활생(원지박
64115,60897,문종환(생활비),30285,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,기타출금,EH04,0,0,,,,,,문종환생활비,6,)비활생(환종문
64969,66839,서혜진(회비),35305,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,모임비,EH03,0,0,,,,,,서혜진회비,5,)비회(진혜서
50260,42116,경남-강범호（국사）,13958,,출금,우리은행,F020,bank-name,,,타행자동이체-전자금융부,개인간거래,EH01,0,0,,,,,,경남-강범호국사,7,）사국（호범강-남경
50466,46227,국민유선엽（선엽사）,17534,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,4581000,4581000,,,,,,국민유선엽선엽사,8,）사엽선（엽선유민국
45971,12626,이림（아차산）,8740,,입금,우리은행,F020,회사명,,,전자뱅킹예약건별이체,회사입금,DC02,11000000,11000000,,,,,,이림아차산,5,）산차아（림이
54858,8456,부산진휴일수당（상）,5694,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,0,0,,,,,,부산진휴일수당（상）,10,）상（당수일휴진산부
64806,66145,생활비(혜서),34691,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,기타출금,EH04,0,0,,,,,,생활비혜서,5,)서혜(비활생
64935,66589,서울특별시(지방세),35091,우리은행,출금,우리은행,F020,직접입력,,,지로예약납부처리,세금/공과금,EB01,0,0,,,,,,서울특별시지방세,8,)세방지(시별특울서
62949,51157,김양심(월세),21691,우리은행,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,주거비,EB02,260000,260000,,,,,,김양심월세,5,)세월(심양김
64873,66481,서울(자동차세),34984,우리은행,출금,우리은행,F020,직접입력,,,지로 출금이체,세금/공과금,EB01,0,0,,,,,,서울자동차세,6,)세차동자(울서
64872,66480,서울(면허세),34983,우리은행,출금,우리은행,F020,직접입력,,,지로 출금이체,세금/공과금,EB01,18000,67000,,,,,,서울면허세,5,)세허면(울서
45965,12614,이랜드월드（패션）,8731,,입금,우리은행,F020,회사명,,,펌뱅킹 입금이체,회사입금,DC02,0,61600000,,,,,,이랜드월드패션,7,）션패（드월드랜이
46682,14407,철구（남양금속）,9997,,입금,우리은행,F020,회사명,,,전자뱅킹예약건별이체,회사입금,DC02,1100000,1100000,,,,,,철구남양금속,6,）속금양남（구철
61535,13033,임종도（대여금환수）,8955,우리은행,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,환급/환불,DC09,5000000,5000000,,,,,,임종도대여금환수,8,）수환금여대（도종임
59664,65841,삼성카드(리스),34414,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,카드대금,EA06,0,848000,,,,,,삼성카드리스,6,)스리(드카성삼
63097,53704,남희정(넷플릭스),23704,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,구독서비스,EC01,0,0,,,,,,남희정넷플릭스,7,)스릭플넷(정희남
50756,57499,농협양홍모（성남시）,27242,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,655000,655000,,,,,,농협양홍모성남시,8,）시남성（모홍양협농
64856,66361,서선(성남시),34879,우리은행,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,41000,41000,,,,,,서선성남시,5,)시남성(선서
62973,52312,김진섭  (화이팅위시),22564,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,개인간거래,EH01,0,0,,,,,,김진섭  화이팅위시,8,)시위팅이화(  섭진김
61565,13166,장태식（크리아）,9043,우리은행,입금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,개인입금,DC03,3233000,3233000,,,,,,장태식크리아,6,）아리크（식태장
48505,58336,달배（모아）,27992,,출금,우리은행,F020,회사명,,,펌뱅킹 출금이체,회사출금,EI05,0,0,,,,,,달배모아,4,）아모（배달
61252,11355,에이치유（세액）,7809,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,124000,124000,,,,,,에이치유세액,6,）액세（유치이에
56508,45622,국민권성오(임대업),17015,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,공간임대,EI02,550000,550000,,,,,,국민권성오임대업,8,)업대임(오성권민국
61581,13267,전상철（전진산업）,9099,우리은행,입금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,개인입금,DC03,2232000,2232000,,,,,,전상철전진산업,7,）업산진전（철상전
58602,56970,농협고양시（기대연）,26756,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,회비,EB07,45000,45000,,,,,,농협고양시기대연,8,）연대기（시양고협농
62324,40979,가스（지하우）,13005,우리은행,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,47000,47000,,,,,,가스지하우,5,）우하지（스가
61994,16087,한광교회（서울）,11190,우리은행,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,기타소득,DA06,2762000,2762000,,,,,,한광교회서울,6,）울서（회교광한
44262,5795,남천 구역(삼익타워),3666,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,50000,50000,,,,,,남천 구역삼익타워,8,)워타익삼(역구 천남
61113,9902,손승용（모즈의원）,6691,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,개인입금,DC03,0,0,,,,,,손승용모즈의원,7,）원의즈모（용승손
61549,13059,자가운전（ 월）,8970,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,복리후생비/경비,DC01,200000,200000,,,,,,자가운전 월,5,）월 （전운가자
46069,13104,잡코리아（유）,9004,,입금,우리은행,F020,회사명,,,급여 입금이체,회사입금,DC02,3744000,14275000,,,,,,잡코리아（유）,7,）유（아리코잡
46070,13105,잡코리아（유）,9005,,입금,우리은행,F020,회사명,,,상여금 입금이체,회사입금,DC02,3744000,14275000,,,,,,잡코리아（유）,7,）유（아리코잡
44475,7083,데이터워즈코리아(유),4817,,입금,우리은행,F020,회사명,,,일반대외대량 입금이체,회사입금,DC02,1100000,1100000,,,,,,데이터워즈코리아(유),11,)유(아리코즈워터이데
44305,6571,뉴에라캡코리아(유),4386,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,88000,88000,,,,,,뉴에라캡코리아(유),10,)유(아리코캡라에뉴
47274,16898,히어닷컴코리아（유）,11721,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,500000,2400000,,,,,,히어닷컴코리아（유）,10,）유（아리코컴닷어히
46183,13500,제일특허법인(유),9251,,입금,우리은행,F020,회사명,,,급여 입금이체,회사입금,DC02,0,6727000,,,,,,제일특허법인(유),9,)유(인법허특일제
60493,3956,교육비（신입교육）,2343,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,600000,600000,,,,,,교육비신입교육,7,）육교입신（비육교
58826,57541,농협용인시(이지은),27275,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,18000,18000,,,,,,농협용인시이지은,8,)은지이(시인용협농
60584,5468,김근형(축의),3577,우리은행,입금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,경조사/용돈입금,DC05,50000,50000,,,,,,김근형축의,5,)의축(형근김
59666,65842,삼성카드(법인),34415,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,카드대금,EA06,0,35395000,,,,,,삼성카드법인,6,)인법(드카성삼
45057,9253,상하운수(자),6186,,입금,우리은행,F020,회사명,,,일반대외대량 입금이체,회사입금,DC02,0,12000,,,,,,상하운수(자),7,)자(수운하상
50780,57951,농협최영숙（와룡재）,27657,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,1150000,1150000,,,,,,농협최영숙와룡재,8,）재룡와（숙영최협농
48146,46652,국민캠코(박용재),17913,,출금,우리은행,F020,회사명,,,전자뱅킹예약건별이체,회사출금,EI05,80000,80000,,,,,,국민캠코박용재,7,)재용박(코캠민국
61743,14420,청목（일산점）,10009,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타입금,DC11,1000,1000,,,,,,청목일산점,5,）점산일（목청
55334,14743,코로나검사（나평정）,10226,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,지원금/장학금,DC07,12000,12000,,,,,,코로나검사나평정,8,）정평나（사검나로코
61863,15038,통신료지원（상조）,10404,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,0,15000,,,,,,통신료지원상조,7,）조상（원지료신통
58730,57369,농협생일（종）,27125,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,경조사/용돈,EH02,100000,100000,,,,,,농협생일（종）,7,）종（일생협농
62525,42307,경조사비(이성준),14128,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,경조사/용돈,EH02,0,0,,,,,,경조사비이성준,7,)준성이(비사조경
6004,10142,시간외（당직）,6857,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,81000,189000,,,,,,시간외당직,5,）직당（외간시
62971,52033,김종권（세진）,22349,우리은행,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,개인간거래,EH01,4000,4000,,,,,,김종권세진,5,）진세（권종김
60824,8175,박형일（위너짐）,5515,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,개인입금,DC03,2555000,2680000,,,,,,박형일위너짐,6,）짐너위（일형박
65450,69905,시댁계(집),38099,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,경조사/용돈,EH02,0,0,,,,,,시댁계(집),6,)집(계댁시
62101,16787,황인근(동창),11641,우리은행,입금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,개인입금,DC03,100000,100000,,,,,,황인근동창,5,)창동(근인황
62668,43048,관리비(부천),14748,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,세금/공과금,EB01,0,0,,,,,,관리비부천,5,)천부(비리관
45263,9859,소노　비발디（홍천）,6661,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,10000,817000,,,,,,소노　비발디홍천,7,）천홍（디발비　노소
61561,13117,장려금(국세청),9012,우리은행,입금,우리은행,F020,자동입력,,,재정자금전자이체,지원금/장학금,DC07,0,0,,,,,,장려금국세청,6,)청세국(금려장
61948,15327,포커스（스타）,10629,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타입금,DC11,128000,128000,,,,,,포커스스타,5,）타스（스커포
60595,5660,김창호（와우텍）,3592,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,개인입금,DC03,1600000,1600000,,,,,,김창호와우텍,6,）텍우와（호창김
61430,12332,웰트（플린트）,8575,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타입금,DC11,2104000,2104000,,,,,,웰트플린트,5,）트린플（트웰
45823,11930,우리삼진（Ｋ마트）,8255,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,312000,312000,,,,,,우리삼진Ｋ마트,7,）트마Ｋ（진삼리우
61490,12799,이준호（퍼스트）,8792,우리은행,입금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,개인입금,DC03,2187000,2187000,,,,,,이준호퍼스트,6,）트스퍼（호준이
59488,64853,부산경조금（김옥행）,33532,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,경조사/용돈,EH02,100000,100000,,,,,,부산경조금김옥행,8,）행옥김（금조경산부
62669,43049,관리비(이정행),14749,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,세금/공과금,EB01,0,0,,,,,,관리비이정행,6,)행정이(비리관
63773,59647,등록면허세(면허),29189,우리은행,출금,우리은행,F020,직접입력,,,지로 출금이체,세금/공과금,EB01,15000,40000,,,,,,등록면허세면허,7,)허면(세허면록등
62594,42580,고양시（김명현）,14361,우리은행,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,개인간거래,EH01,0,0,,,,,,고양시김명현,6,）현명김（시양고
53460,57434,농협수학（태환）,27186,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,교육비,EF01,300000,300000,,,,,,농협수학태환,6,）환태（학수협농
62943,50765,김성기(상당회),21396,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,회비,EB07,0,0,,,,,,김성기상당회,6,)회당상(기성김
63044,53381,나현철(일공오회),23422,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,개인간거래,EH01,0,0,,,,,,나현철일공오회,7,)회오공일(철현나
55684,42117,경남-강병도(영우회),13959,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,회비,EB07,0,0,,,,,,경남-강병도영우회,8,)회우영(도병강-남경
59650,65833,삼성증권(선우공제회),34406,,출금,우리은행,F020,직접입력,,,요구불간계좌이체,저축/투자,EA04,0,0,,,,,,삼성증권선우공제회,9,)회제공우선(권증성삼
55770,43184,광주-장경심(동창회),14871,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,회비,EB07,0,0,,,,,,광주-장경심동창회,8,)회창동(심경장-주광
62979,52654,김학수(은친회),22838,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,회비,EB07,0,0,,,,,,김학수은친회,6,)회친은(수학김
51130,64986,부산최건우（곽동훈）,33657,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,2851000,2851000,,,,,,부산최건우곽동훈,8,）훈동곽（우건최산부
62069,16619,현대카드  ／,11526,우리은행,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,사업소득,DA03,300000,300000,,,,,,현대카드  ／,5,／  드카대현
61260,11432,엘프  ／,7876,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타입금,DC11,77000,297000,,,,,,엘프  ／,3,／  프엘
61261,11434,엘프 ／,7877,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타입금,DC11,0,535000,,,,,,엘프 ／,3,／ 프엘
61256,11379,엑심 ON:,7831,우리은행,입금,우리은행,F020,자동입력,,,해외결제자금 가맹점 정산,기타입금,DC11,0,0,,,,,,엑심 ON:,5,:NO 심엑
47965,18312,［ＳＳＧ．ＣＯＭ］,12675,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,0,1291000,,,,,,［ＳＳＧ．ＣＯＭ］,9,］ＭＯＣ．ＧＳＳ［
5564,7831,목표성과급＿,5412,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3959000,4752000,,,,,,목표성과급＿,5,＿급과성표목
60578,5437,기타경비＿,3562,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,복리후생비/경비,DC01,0,420000,,,,,,기타경비＿,4,＿비경타기
6786,13329,정기상여＿,9143,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,3629000,,,,,,정기상여＿,4,＿여상기정
6240,11614,연차＿,8037,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2770000,6125000,,,,,,연차＿,2,＿차연
51717,46850,군종후원회⑴,18082,,출금,우리은행,F020,자동입력,,,CMS공동망 출금이체,기부,EI01,5000,20000,,,,,,군종후원회⑴,6,⑴회원후종군
