,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
5708,9044,삼용운수（주）급여,6060,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,693000,693000,,,,,,삼용운수（주）급여,9,여급）주（수운용삼
5711,9048,삼우설비급여,6064,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,3158000,3158000,,,,,,삼우설비급여,6,여급비설우삼
5713,9052,삼원강재급여,6067,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,16768000,16768000,,,,,,삼원강재급여,6,여급재강원삼
5715,9058,삼육대급여,6072,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,3368000,,,,,,삼육대급여,5,여급대육삼
5717,9083,삼육서울병원급여,6091,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,20391000,,,,,,삼육서울병원급여,8,여급원병울서육삼
5721,9098,삼주물산㈜급여,6104,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,삼주물산㈜급여,7,여급㈜산물주삼
5723,9103,삼진일렉스급여,6108,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3599000,6727000,,,,,,삼진일렉스급여,7,여급스렉일진삼
5725,9107,삼척예선급여,6112,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2159000,2159000,,,,,,삼척예선급여,6,여급선예척삼
5727,9113,삼해상사(주)급여,6116,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2734000,5003000,,,,,,삼해상사(주)급여,9,여급)주(사상해삼
5729,9119,삼화케미칼　급여,6122,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,9301000,9301000,,,,,,삼화케미칼　급여,7,여급　칼미케화삼
5731,9121,삼환택시급여,6124,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1776000,1776000,,,,,,삼환택시급여,6,여급시택환삼
5761,9244,상영이엔지급여,6179,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2126000,3824000,,,,,,상영이엔지급여,7,여급지엔이영상
5764,9254,상하운수급여,6187,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1763000,1763000,,,,,,상하운수급여,6,여급수운하상
5766,9257,새건병원 급여,6190,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,4333000,,,,,,새건병원 급여,6,여급 원병건새
5770,9265,새벽지기  급여,6195,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,966000,2136000,,,,,,새벽지기  급여,6,여급  기지벽새
5772,9267,새벽지기－  급여,6197,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2075000,2075000,,,,,,새벽지기－  급여,6,여급  －기지벽새
5774,9271,새중앙교회급여,6200,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1835000,2157000,,,,,,새중앙교회급여,7,여급회교앙중새
5776,9277,새한창업투자(주)급여,6206,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,11868000,11868000,,,,,,새한창업투자(주)급여,11,여급)주(자투업창한새
5780,9284,샘표식품  급여,6210,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,3886000,,,,,,샘표식품  급여,6,여급  품식표샘
5789,9313,서경배과학재단급여,6231,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,6685000,6685000,,,,,,서경배과학재단급여,9,여급단재학과배경서
5795,9331,서남병원＿급여,6246,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,7802000,,,,,,서남병원＿급여,6,여급＿원병남서
5797,9343,서대문햇살급여,6257,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,509000,509000,,,,,,서대문햇살급여,7,여급살햇문대서
5799,9349,서두산업 급여,6261,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,3519000,3519000,,,,,,서두산업 급여,6,여급 업산두서
5801,9372,서시련동작급여,6277,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,901000,1612000,,,,,,서시련동작급여,7,여급작동련시서
5803,9383,서울검사(주)_급여,6285,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,2316000,,,,,,서울검사(주)_급여,9,여급_)주(사검울서
5805,9403,서울백병원급여,6303,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,3847000,,,,,,서울백병원급여,7,여급원병백울서
5807,9411,서울사료급여,6311,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1000,4290000,,,,,,서울사료급여,6,여급료사울서
5810,9419,서울선병원급여,6319,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1796000,2776000,,,,,,서울선병원급여,7,여급원병선울서
5814,9449,서울여대급여,6340,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,7634000,,,,,,서울여대급여,6,여급대여울서
5816,9467,서울청급여,6354,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,0,9044000,,,,,,서울청급여,5,여급청울서
5818,9508,서해산업급여,6375,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,3344000,3344000,,,,,,서해산업급여,6,여급업산해서
5822,9525,선데이토즈급여,6391,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,3374000,3439000,,,,,,선데이토즈급여,7,여급즈토이데선
5824,9530,선영재가급여,6395,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,843000,,,,,,선영재가급여,6,여급가재영선
5827,9532,선우실업  급여,6397,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,19600000,,,,,,선우실업  급여,6,여급  업실우선
5869,9610,섬기미급여,6464,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,0,,,,,,섬기미급여,5,여급미기섬
5894,9642,성광의료재단급여,6489,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,4993000,,,,,,성광의료재단급여,8,여급단재료의광성
5896,9644,성균관대급여,6490,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,12890000,,,,,,성균관대급여,6,여급대관균성
5900,9664,성동요양급여,6508,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,843000,843000,,,,,,성동요양급여,6,여급양요동성
5902,9666,성동장애급여,6510,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1212000,1647000,,,,,,성동장애급여,6,여급애장동성
5905,9676,성민버스（주）급여,6518,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,3212000,3743000,,,,,,성민버스（주）급여,9,여급）주（스버민성
5908,9689,성북부모 월급여,6527,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,794000,1681000,,,,,,성북부모 월급여,7,여급월 모부북성
5911,9699,성심여고급여,6537,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2045000,9842000,,,,,,성심여고급여,6,여급고여심성
5913,9705,성우기업 급여,6541,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,20000,3424000,,,,,,성우기업 급여,6,여급 업기우성
5915,9712,성원여객급여,6546,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,3447000,,,,,,성원여객급여,6,여급객여원성
5921,9744,세명이엔지급여,6570,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,2925000,,,,,,세명이엔지급여,7,여급지엔이명세
5931,9780,세영 월급여,6594,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1679000,1679000,,,,,,세영 월급여,5,여급월 영세
5933,9787,세일메디넷급여,6600,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3544000,3544000,,,,,,세일메디넷급여,7,여급넷디메일세
5935,9805,세종공업급여,6608,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,13681000,,,,,,세종공업급여,6,여급업공종세
5939,9809,세종교통 월급여,6612,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,세종교통 월급여,7,여급월 통교종세
5943,9825,세종중앙연구소급여,6628,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,0,,,,,,세종중앙연구소급여,9,여급소구연앙중종세
5945,9834,세중여행급여,6637,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,세중여행급여,6,여급행여중세
5947,9840,세진특수급여,6643,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,3571000,,,,,,세진특수급여,6,여급수특진세
5954,9865,소노캄고양급여,6666,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2279000,3217000,,,,,,소노캄고양급여,7,여급양고캄노소
5957,9877,소망요양병원급여,6676,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,2495000,,,,,,소망요양병원급여,8,여급원병양요망소
5959,9878,소망월급여,6677,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1815000,1815000,,,,,,소망월급여,5,여급월망소
5963,9906,손은미 월급여,6692,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2176000,2176000,,,,,,손은미 월급여,6,여급월 미은손
5965,9912,솔루더스－급여,6693,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,솔루더스－급여,6,여급－스더루솔
5974,9978,수산ＣＳＭ　급여,6733,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4289000,4289000,,,,,,수산ＣＳＭ　급여,7,여급　ＭＳＣ산수
5976,10005,수원ＩＬ급여,6755,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,655000,2242000,,,,,,수원ＩＬ급여,6,여급ＬＩ원수
5978,10014,수정재가　급여　,6763,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,926000,926000,,,,,,수정재가　급여,6,　여급　가재정수
5980,10051,쉬엔비급여,6795,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,5569000,,,,,,쉬엔비급여,5,여급비엔쉬
5983,10076,스마트월급여,6803,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,689000,689000,,,,,,스마트월급여,6,여급월트마스
5989,10093,스코피급여,6815,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,스코피급여,5,여급피코스
5991,10107,스테이지랩스＿급여,6828,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3207000,3207000,,,,,,스테이지랩스＿급여,8,여급＿스랩지이테스
5994,10120,스푼라디오급여,6837,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4965000,24062000,,,,,,스푼라디오급여,7,여급오디라푼스
6007,10172,시큐레터　급여,6882,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4006000,4628000,,,,,,시큐레터　급여,6,여급　터레큐시
6009,10175,시큐아이급여,6885,,입금,우리은행,F020,자동입력,,,CMS공동망 입금이체,급여,DA01,0,6605000,,,,,,시큐아이급여,6,여급이아큐시
6011,10177,시큐텍급여,6887,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3542000,3542000,,,,,,시큐텍급여,5,여급텍큐시
6014,10196,식약처_급여,6900,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,0,7186000,,,,,,식약처_급여,5,여급_처약식
6018,10199,식약처급여,6903,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,414000,6074000,,,,,,식약처급여,5,여급처약식
6021,10203,신구대학교급여,6906,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,7045000,,,,,,신구대학교급여,7,여급교학대구신
6024,10225,신성건설급여,6923,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,5340000,6077000,,,,,,신성건설급여,6,여급설건성신
6026,10235,신세계급여,6932,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2307000,2307000,,,,,,신세계급여,5,여급계세신
6028,10248,신아항공㈜급여,6940,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4986000,4986000,,,,,,신아항공㈜급여,7,여급㈜공항아신
6030,10277,신우시스템급여,6948,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1802000,1804000,,,,,,신우시스템급여,7,여급템스시우신
6032,10279,신우이엔지 급여,6950,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2515000,2515000,,,,,,신우이엔지 급여,7,여급 지엔이우신
6034,10307,신평건설월급여,6967,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2178000,4360000,,,,,,신평건설월급여,7,여급월설건평신
6046,10813,심정병원급여,7429,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,4875000,4875000,,,,,,심정병원급여,6,여급원병정심
6049,10830,써브웨이일산후곡급여,7441,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,503000,690000,,,,,,써브웨이일산후곡급여,10,여급곡후산일이웨브써
6051,10835,쏘메이급여,7446,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,4626000,,,,,,쏘메이급여,5,여급이메쏘
6054,10840,쓰리에스텍급여,7450,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,5675000,,,,,,쓰리에스텍급여,7,여급텍스에리쓰
6056,10842,쓰리에스포유　급여,7452,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,3681000,,,,,,쓰리에스포유　급여,8,여급　유포스에리쓰
6059,10851,씨앤씨급여,7460,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,3689000,,,,,,씨앤씨급여,5,여급씨앤씨
6062,10859,씨앤엘급여,7467,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,18476000,18476000,,,,,,씨앤엘급여,5,여급엘앤씨
6064,10860,씨앤티플러스급여,7468,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,2213000,,,,,,씨앤티플러스급여,8,여급스러플티앤씨
6066,10866,씨엔에스급여,7473,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2720000,8677000,,,,,,씨엔에스급여,6,여급스에엔씨
6068,10867,씨엔지솔루션급여,7474,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2640000,2640000,,,,,,씨엔지솔루션급여,8,여급션루솔지엔씨
6070,10869,씨엘강남급여,7475,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2307000,2307000,,,,,,씨엘강남급여,6,여급남강엘씨
6072,10874,씨엠지제약급여,7479,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,14855000,,,,,,씨엠지제약급여,7,여급약제지엠씨
6074,10875,씨엠테크급여,7480,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2203000,4980000,,,,,,씨엠테크급여,6,여급크테엠씨
6076,10937,아론티어급여,7521,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,6974000,6974000,,,,,,아론티어급여,6,여급어티론아
6078,10940,아름제일급여,7523,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,0,,,,,,아름제일급여,6,여급일제름아
6080,10941,아름제일병원급여,7524,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,21097000,,,,,,아름제일병원급여,8,여급원병일제름아
6082,10957,아베스포츠급여,7535,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1932000,2890000,,,,,,아베스포츠급여,7,여급츠포스베아
6086,10966,아산탕정대우품검급여,7543,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,427000,427000,,,,,,아산탕정대우품검급여,10,여급검품우대정탕산아
6088,10984,아워콤급여,7559,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,6002000,,,,,,아워콤급여,5,여급콤워아
6093,11011,아이템월급여,7576,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1858000,1858000,,,,,,아이템월급여,6,여급월템이아
6095,11019,아주모터스  급여,7582,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1721000,3717000,,,,,,아주모터스  급여,7,여급  스터모주아
6097,11027,아주오토리움급여,7590,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,3074000,3074000,,,,,,아주오토리움급여,8,여급움리토오주아
6099,11044,아티타야급여,7598,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,3018000,3018000,,,,,,아티타야급여,6,여급야타티아
6101,11047,악사손해보험급여,7601,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,12357000,,,,,,악사손해보험급여,8,여급험보해손사악
6103,11059,안스베이커리급여,7610,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1948000,2154000,,,,,,안스베이커리급여,8,여급리커이베스안
6105,11065,안양원급여,7612,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,3367000,3367000,,,,,,안양원급여,5,여급원양안
6116,11096,알엠솔루션급여,7631,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,1857000,1857000,,,,,,알엠솔루션급여,7,여급션루솔엠알
6118,11108,알피바이오급여,7636,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,알피바이오급여,7,여급오이바피알
6120,11118,애드쿠아급여,7644,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2763000,2763000,,,,,,애드쿠아급여,6,여급아쿠드애
6122,11122,앤스코급여,7648,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2561000,7722000,,,,,,앤스코급여,5,여급코스앤
6124,11123,앤재이급여,7649,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1913000,1913000,,,,,,앤재이급여,5,여급이재앤
6126,11124,앨엔에스급여,7650,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,2989000,,,,,,앨엔에스급여,6,여급스에엔앨
6130,11167,양우건설급여,7665,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1000,1000,,,,,,양우건설급여,6,여급설건우양
6132,11172,양주ＣＬＩ급여,7668,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,1831000,,,,,,양주ＣＬＩ급여,7,여급ＩＬＣ주양
6134,11174,양지누림 월급여,7669,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1221000,1563000,,,,,,양지누림 월급여,7,여급월 림누지양
6136,11182,양천구시설공단급여,7672,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,2858000,,,,,,양천구시설공단급여,9,여급단공설시구천양
6139,11204,어웨어급여,7688,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,5584000,5584000,,,,,,어웨어급여,5,여급어웨어
6141,11207,얼라인드급여,7691,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,0,,,,,,얼라인드급여,6,여급드인라얼
6145,11226,업앤컴－급여,7705,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1794000,1794000,,,,,,업앤컴－급여,5,여급－컴앤업
6149,11250,에스비비테크급여,7724,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,24000,3332000,,,,,,에스비비테크급여,8,여급크테비비스에
6151,11260,에스앤디급여,7731,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,5499000,,,,,,에스앤디급여,6,여급디앤스에
6153,11268,에스에스알／급여,7736,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2597000,2597000,,,,,,에스에스알／급여,8,여급／알스에스에
6155,11301,에스티에스급여,7765,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,6148000,6148000,,,,,,에스티에스급여,7,여급스에티스에
6157,11303,에스피브이급여,7767,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1902000,1902000,,,,,,에스피브이급여,7,여급이브피스에
6159,11317,에이블써반급여,7779,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,2214000,4119000,,,,,,에이블써반급여,7,여급반써블이에
6162,11335,에이엠컨설팅급여,7792,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2259000,2259000,,,,,,에이엠컨설팅급여,8,여급팅설컨엠이에
6165,11341,에이젯급여,7797,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2791000,2791000,,,,,,에이젯급여,5,여급젯이에
6167,11362,에이플러스모기지급여,7815,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,14206000,,,,,,에이플러스모기지급여,10,여급지기모스러플이에
6169,11369,에프앤비급여,7821,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,6020000,6020000,,,,,,에프앤비급여,6,여급비앤프에
6171,11372,엑스비월급여,7824,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,5685000,5685000,,,,,,엑스비월급여,6,여급월비스엑
6173,11374,엑스퍼트급여,7826,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,2839000,,,,,,엑스퍼트급여,6,여급트퍼스엑
6176,11377,엑스퍼트월급여,7829,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,91000,12000000,,,,,,엑스퍼트월급여,7,여급월트퍼스엑
6178,11382,엔비텍（주）급여,7833,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2199000,5283000,,,,,,엔비텍（주）급여,8,여급）주（텍비엔
6188,11411,엘병원　급여,7857,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,3226000,,,,,,엘병원　급여,5,여급　원병엘
6190,11412,엘병원급여,7858,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2000,2000,,,,,,엘병원급여,5,여급원병엘
6192,11418,엘엔케이급여,7863,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,2793000,,,,,,엘엔케이급여,6,여급이케엔엘
6195,11459,엠티엘급여,7898,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,3999000,3999000,,,,,,엠티엘급여,5,여급엘티엠
6198,11481,여의도성모급여,7914,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,16363000,,,,,,여의도성모급여,7,여급모성도의여
6206,11576,연세보람 월급여,8000,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,3400000,3400000,,,,,,연세보람 월급여,7,여급월 람보세연
6208,11578,연세우유급여,8002,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2285000,4781000,,,,,,연세우유급여,6,여급유우세연
6210,11579,연세유업급여,8003,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,6633000,,,,,,연세유업급여,6,여급업유세연
6246,11632,영남지오영　급여,8049,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,300000,5443000,,,,,,영남지오영　급여,7,여급　영오지남영
6248,11635,영도금속급여,8052,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3935000,3935000,,,,,,영도금속급여,6,여급속금도영
6250,11655,영스카이급여,8072,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,1936000,,,,,,영스카이급여,6,여급이카스영
6253,11672,영일하우징급여,8086,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1101000,1101000,,,,,,영일하우징급여,7,여급징우하일영
6255,11680,영통현대모터스급여,8093,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,4028000,4028000,,,,,,영통현대모터스급여,9,여급스터모대현통영
6257,11700,예승정밀（급여）,8108,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,1870000,1870000,,,,,,예승정밀급여,6,）여급（밀정승예
6259,11739,오산대학교급여,8137,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,5262000,,,,,,오산대학교급여,7,여급교학대산오
6264,11776,오토리브급여,8161,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,6343000,,,,,,오토리브급여,6,여급브리토오
6266,11781,오티아이㈜급여,8166,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,5667000,,,,,,오티아이㈜급여,7,여급㈜이아티오
6268,11784,오파스넷급여,8168,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,27175000,,,,,,오파스넷급여,6,여급넷스파오
6271,11793,오피지지급여,8175,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3139000,3139000,,,,,,오피지지급여,6,여급지지피오
6273,11797,옥산개발급여,8177,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1943000,1943000,,,,,,옥산개발급여,6,여급발개산옥
6276,11804,온애드엔　급여,8184,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,86000,86000,,,,,,온애드엔　급여,6,여급　엔드애온
6278,11812,올리브네트웍스급여,8190,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2608000,8103000,,,,,,올리브네트웍스급여,9,여급스웍트네브리올
6280,11813,올리브네트웍스설급여,8191,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1073000,3551000,,,,,,올리브네트웍스설급여,10,여급설스웍트네브리올
6282,11818,올리브여급여,8193,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,76000,6113000,,,,,,올리브여급여,6,여급여브리올
6284,11820,올리브영　급여,8195,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,올리브영　급여,6,여급　영브리올
6287,11822,올리브영급여,8197,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,5718000,,,,,,올리브영급여,6,여급영브리올
6291,11835,와이디물산급여,8207,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3987000,3987000,,,,,,와이디물산급여,7,여급산물디이와
6293,11836,와이엠태연기계급여,8208,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,2448000,,,,,,와이엠태연기계급여,9,여급계기연태엠이와
6297,11849,외식사업총괄급여,8216,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,3279000,,,,,,외식사업총괄급여,8,여급괄총업사식외
