,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
4978,5142,급여해양수산과,3299,,입금,우리은행,F020,자동입력,,,펌뱅킹 입금이체,급여,DA01,0,3657000,,,,,,급여해양수산과,7,과산수양해여급
4980,5143,급여혈액관리본부,3300,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,6855000,,,,,,급여혈액관리본부,8,부본리관액혈여급
4982,5144,급여혜민병원,3301,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1483000,7809000,,,,,,급여혜민병원,6,원병민혜여급
4984,5145,급여혜민병원김상태,3302,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,1884000,,,,,,급여혜민병원김상태,9,태상김원병민혜여급
4988,5151,급여（㈜인터파크바이,3304,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4643000,4643000,,,,,,급여（㈜인터파크바이,10,이바크파터인㈜（여급
4990,5152,급여（강남지인병원）,3305,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1254000,2862000,,,,,,급여강남지인병원,8,）원병인지남강（여급
4992,5153,급여（네오시스템즈）,3306,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,급여네오시스템즈,8,）즈템스시오네（여급
4994,5154,급여（레아컴퍼니）,3307,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2225000,2399000,,,,,,급여레아컴퍼니,7,）니퍼컴아레（여급
4996,5155,급여（레아컴퍼니）,3308,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,2225000,2399000,,,,,,급여레아컴퍼니,7,）니퍼컴아레（여급
5002,5158,급여（새한솔루텍,3311,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3014000,3014000,,,,,,급여（새한솔루텍,8,텍루솔한새（여급
5004,5159,급여（세무법인주원）,3312,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,2003000,2003000,,,,,,급여세무법인주원,8,）원주인법무세（여급
5006,5160,급여（세종큐비즈）,3313,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2982000,2982000,,,,,,급여세종큐비즈,7,）즈비큐종세（여급
5008,5161,급여（에이커트리）,3314,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2370000,2370000,,,,,,급여에이커트리,7,）리트커이에（여급
5010,5162,급여（유니콘글로벌）,3315,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,7253000,7253000,,,,,,급여유니콘글로벌,8,）벌로글콘니유（여급
5014,5164,급여（제이준）,3317,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2700000,3077000,,,,,,급여제이준,5,）준이제（여급
5016,5165,급여（주）대덕개발,3318,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,659000,659000,,,,,,급여（주）대덕개발,9,발개덕대）주（여급
5018,5166,급여（주）동그라미소,3319,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,3832000,,,,,,급여（주）동그라미소,10,소미라그동）주（여급
5020,5167,급여（주）동양,3320,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,5625000,,,,,,급여（주）동양,7,양동）주（여급
5022,5168,급여（주）류미에리나,3321,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,6107000,6107000,,,,,,급여（주）류미에리나,10,나리에미류）주（여급
5024,5169,급여（주）린컴퍼니,3322,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,4307000,4307000,,,,,,급여（주）린컴퍼니,9,니퍼컴린）주（여급
5026,5170,급여（주）에버트러스,3323,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2966000,2966000,,,,,,급여（주）에버트러스,10,스러트버에）주（여급
5028,5171,급여（주）오로스테크,3324,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2855000,6085000,,,,,,급여（주）오로스테크,10,크테스로오）주（여급
5030,5172,급여（주）올텍시스템,3325,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3962000,3962000,,,,,,급여（주）올텍시스템,10,템스시텍올）주（여급
5032,5173,급여（주）왕보,3326,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1000,2891000,,,,,,급여（주）왕보,7,보왕）주（여급
5034,5174,급여（주）우밀가,3327,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4450000,4450000,,,,,,급여（주）우밀가,8,가밀우）주（여급
5036,5175,급여（주）웅진,3328,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,8755000,,,,,,급여（주）웅진,7,진웅）주（여급
5038,5176,급여（주）유니포인트,3329,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1913000,6879000,,,,,,급여（주）유니포인트,10,트인포니유）주（여급
5040,5177,급여（주）인천도선,3330,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,2064000,,,,,,급여（주）인천도선,9,선도천인）주（여급
5042,5178,급여（주）제이유에너,3331,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,3288000,,,,,,급여（주）제이유에너,10,너에유이제）주（여급
5044,5179,급여（주）클로토제이,3332,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2285000,2285000,,,,,,급여（주）클로토제이,10,이제토로클）주（여급
5046,5180,급여（주）탑테크,3333,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2354000,4119000,,,,,,급여（주）탑테크,8,크테탑）주（여급
5048,5181,급여（주）태건비에프,3334,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1725000,2629000,,,,,,급여（주）태건비에프,10,프에비건태）주（여급
5050,5183,급여（주）파스텔세상,3335,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,0,,,,,,급여（주）파스텔세상,10,상세텔스파）주（여급
5052,5184,급여（주）피벗,3336,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,0,0,,,,,,급여（주）피벗,7,벗피）주（여급
5054,5185,급여（주）피엔알,3337,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1000,9257000,,,,,,급여（주）피엔알,8,알엔피）주（여급
5056,5187,급여（코인어스）,3338,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,5069000,5069000,,,,,,급여코인어스,6,）스어인코（여급
5058,5188,급여（하나정형,3339,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,57000,57000,,,,,,급여（하나정형,7,형정나하（여급
5060,5189,급여（한국메티슨특수,3340,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,5660000,,,,,,급여（한국메티슨특수,10,수특슨티메국한（여급
5062,5190,급여（ＮＥＣＡ）,3341,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,210000,210000,,,,,,급여ＮＥＣＡ,6,）ＡＣＥＮ（여급
5064,5191,급여＋상여금,3342,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,6303000,6303000,,,,,,급여＋상여금,6,금여상＋여급
5066,5192,급여，수고하셨습니다,3343,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,472000,2135000,,,,,,급여，수고하셨습니다,10,다니습셨하고수，여급
5068,5193,급여－㈜이노스카이,3344,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2868000,3142000,,,,,,급여－㈜이노스카이,8,이카스노이㈜－여급
5070,5194,급여－㈜케이웍스,3345,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1326000,2450000,,,,,,급여－㈜케이웍스,7,스웍이케㈜－여급
5072,5195,급여－광건비앤씨,3346,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,5136000,5136000,,,,,,급여－광건비앤씨,7,씨앤비건광－여급
5074,5196,급여－남영무역,3347,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,0,,,,,,급여－남영무역,6,역무영남－여급
5076,5197,급여－다빈치커뮤니케,3348,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,1865000,2334000,,,,,,급여－다빈치커뮤니케,9,케니뮤커치빈다－여급
5078,5198,급여－대성글로벌네트,3349,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,3008000,,,,,,급여－대성글로벌네트,9,트네벌로글성대－여급
5080,5199,급여－대원강업,3350,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,8339000,,,,,,급여－대원강업,6,업강원대－여급
5082,5201,급여－라까사웍스,3351,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2203000,3157000,,,,,,급여－라까사웍스,7,스웍사까라－여급
5084,5202,급여－빗앤붓,3352,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1779000,1779000,,,,,,급여－빗앤붓,5,붓앤빗－여급
5086,5203,급여－스탁컴퍼니,3353,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,2760000,,,,,,급여－스탁컴퍼니,7,니퍼컴탁스－여급
5088,5204,급여－아세아시멘트,3354,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,5425000,,,,,,급여－아세아시멘트,8,트멘시아세아－여급
5090,5206,급여－연세소리ＥＮＴ,3355,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,급여－연세소리ＥＮＴ,9,ＴＮＥ리소세연－여급
5092,5207,급여－정원우,3356,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,급여－정원우,5,우원정－여급
5096,5209,급여－쿨앤쿨,3358,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3300000,5230000,,,,,,급여－쿨앤쿨,5,쿨앤쿨－여급
5098,5210,급여－특허법인태평양,3359,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,7656000,,,,,,급여－특허법인태평양,9,양평태인법허특－여급
5100,5211,급여－폴스타헬스케어,3360,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2575000,2575000,,,,,,급여－폴스타헬스케어,9,어케스헬타스폴－여급
5102,5212,급여－한국혈우재단,3361,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,6941000,6941000,,,,,,급여－한국혈우재단,8,단재우혈국한－여급
5104,5213,급여－혈우재단의원,3362,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,3915000,3915000,,,,,,급여－혈우재단의원,8,원의단재우혈－여급
5106,5214,급여－（주）희철앤진,3363,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,급여－（주）희철앤진,9,진앤철희）주（－여급
5108,5215,급여．강남성심병원,3364,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1824000,1824000,,,,,,급여．강남성심병원,9,원병심성남강．여급
5110,5216,급여．비지팅,3365,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,829000,829000,,,,,,급여．비지팅,6,팅지비．여급
5112,5217,급여／니토옵티칼,3366,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,5130000,,,,,,급여／니토옵티칼,8,칼티옵토니／여급
5114,5218,급여／디오브루잉,3367,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2032000,2760000,,,,,,급여／디오브루잉,8,잉루브오디／여급
5116,5219,급여／부천공장,3368,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2098000,2098000,,,,,,급여／부천공장,7,장공천부／여급
5118,5221,급여ＡＴＣ 월,3369,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2964000,2964000,,,,,,급여ＡＴＣ 월,6,월 ＣＴＡ여급
5120,5231,급여＿리벨리온,3370,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1000,1000,,,,,,급여＿리벨리온,6,온리벨리＿여급
5122,5232,급여＿배우마당,3371,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3108000,3108000,,,,,,급여＿배우마당,6,당마우배＿여급
5124,5233,급여＿세광섬유,3372,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1199000,1915000,,,,,,급여＿세광섬유,6,유섬광세＿여급
5126,5235,급여＿씨엔에스컴퍼니,3373,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4161000,4161000,,,,,,급여＿씨엔에스컴퍼니,9,니퍼컴스에엔씨＿여급
5130,5238,급여＿월드비전,3375,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,급여＿월드비전,6,전비드월＿여급
5132,5239,급여＿윈오에스,3376,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1872000,1872000,,,,,,급여＿윈오에스,6,스에오윈＿여급
5134,5240,급여＿타워피엠씨,3377,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1719000,3213000,,,,,,급여＿타워피엠씨,7,씨엠피워타＿여급
5136,5241,급여＿파우컴퍼니,3378,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4933000,4933000,,,,,,급여＿파우컴퍼니,7,니퍼컴우파＿여급
5138,5242,급여＿포디리플레이,3379,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,급여＿포디리플레이,8,이레플리디포＿여급
5140,5243,급여＿함샤우트두들,3380,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2099000,4309000,,,,,,급여＿함샤우트두들,8,들두트우샤함＿여급
5142,5245,급여＿Ｕ보금자리,3381,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,2594000,,,,,,급여＿Ｕ보금자리,7,리자금보Ｕ＿여급
5149,5431,기재부급여,3559,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,2653000,5410000,,,,,,기재부급여,5,여급부재기
5151,5447,기흥여객＿급여,3568,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1206000,1206000,,,,,,기흥여객＿급여,6,여급＿객여흥기
5153,5450,긱블 월급여,3570,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,2070000,2070000,,,,,,긱블 월급여,5,여급월 블긱
5155,5453,길음 사업조합급여,3573,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1000,1000,,,,,,길음 사업조합급여,8,여급합조업사 음길
5157,5556,김소정 월급여,3584,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3766000,3766000,,,,,,김소정 월급여,6,여급월 정소김
5159,5594,김완진＿급여,3587,,입금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,급여,DA01,2391000,2391000,,,,,,김완진＿급여,5,여급＿진완김
5161,5646,김준수급여,3591,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,239000,239000,,,,,,김준수급여,5,여급수준김
5163,5713,꿈꾸는콩  월급여,3606,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3284000,3284000,,,,,,꿈꾸는콩  월급여,7,여급월  콩는꾸꿈
5165,5723,나노기술급여,3612,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2226000,2259000,,,,,,나노기술급여,6,여급술기노나
5167,5749,나폴레옹급여,3630,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,449000,449000,,,,,,나폴레옹급여,6,여급옹레폴나
5171,5791,남은자급여,3662,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,3128000,,,,,,남은자급여,5,여급자은남
5177,5810,네오플램 급여,3677,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,4326000,,,,,,네오플램 급여,6,여급 램플오네
5179,5812,네이처앤컴퍼니급여,3679,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2112000,2112000,,,,,,네이처앤컴퍼니급여,9,여급니퍼컴앤처이네
5181,5816,네트원급여,3682,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,9720000,9720000,,,,,,네트원급여,5,여급원트네
5183,5828,넥슨게임즈급여,3689,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,6227000,,,,,,넥슨게임즈급여,7,여급즈임게슨넥
5185,5833,넷게임즈급여,3693,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2646000,6319000,,,,,,넷게임즈급여,6,여급즈임게넷
5188,5839,넷세븐월급여,3696,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3145000,3145000,,,,,,넷세븐월급여,6,여급월븐세넷
5197,5885,농과원급여,3732,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,0,4749000,,,,,,농과원급여,5,여급원과농
5201,6561,누리봄급여,4378,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,2673000,,,,,,누리봄급여,5,여급봄리누
5203,6572,뉴윈텍 월급여,4387,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,3857000,,,,,,뉴윈텍 월급여,6,여급월 텍윈뉴
5205,6573,뉴지랩（주）급여,4388,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,0,,,,,,뉴지랩（주）급여,8,여급）주（랩지뉴
5207,6583,늘편한요양병원급여,4392,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2351000,2893000,,,,,,늘편한요양병원급여,9,여급원병양요한편늘
5209,6585,늘푸른씨앤씨급여,4394,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2268000,3201000,,,,,,늘푸른씨앤씨급여,8,여급씨앤씨른푸늘
5212,6599,다다디자인랩급여,4407,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,629000,629000,,,,,,다다디자인랩급여,8,여급랩인자디다다
5216,6611,다산기공（주）급여,4413,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2385000,3532000,,,,,,다산기공（주）급여,9,여급）주（공기산다
5220,6616,다온 월급여,4416,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2607000,2610000,,,,,,다온 월급여,5,여급월 온다
5224,6635,다원엠앤이급여,4428,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,69000,2960000,,,,,,다원엠앤이급여,7,여급이앤엠원다
5227,6639,다이나맥급여,4432,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1000,5003000,,,,,,다이나맥급여,6,여급맥나이다
5229,6651,단기ＡＲ급여,4441,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1470000,1470000,,,,,,단기ＡＲ급여,6,여급ＲＡ기단
5233,6653,단비ＩＮＣ급여,4443,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4402000,4402000,,,,,,단비ＩＮＣ급여,7,여급ＣＮＩ비단
5235,6654,단월드급여,4444,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,2335000,,,,,,단월드급여,5,여급드월단
5238,6657,달동점기아오토큐급여,4447,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1000000,1000000,,,,,,달동점기아오토큐급여,10,여급큐토오아기점동달
5242,6664,대건기업월급여,4453,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,3646000,,,,,,대건기업월급여,7,여급월업기건대
5244,6666,대건소프트　급여,4455,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2479000,5197000,,,,,,대건소프트　급여,7,여급　트프소건대
5246,6671,대경에너지　급여,4459,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,3723000,,,,,,대경에너지　급여,7,여급　지너에경대
5258,6696,대구텍(유책)급여,4484,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,8894000,,,,,,대구텍유책급여,7,여급)책유(텍구대
5262,6791,대덕강업급여,4576,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,0,,,,,,대덕강업급여,6,여급업강덕대
5267,6802,대량이체（급여）,4586,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,182000,5218000,,,,,,대량이체급여,6,）여급（체이량대
5269,6805,대륙아주급여,4588,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2390000,5407000,,,,,,대륙아주급여,6,여급주아륙대
5271,6832,대상건설㈜급여,4614,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3026000,3026000,,,,,,대상건설㈜급여,7,여급㈜설건상대
5275,6847,대석건영급여,4625,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3726000,3726000,,,,,,대석건영급여,6,여급영건석대
5278,6850,대성교통급여,4628,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,1130000,,,,,,대성교통급여,6,여급통교성대
5282,6878,대영제약급여,4645,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,4119000,,,,,,대영제약급여,6,여급약제영대
5286,6891,대원물산　급여,4656,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,5506000,5506000,,,,,,대원물산　급여,6,여급　산물원대
5288,6905,대인(주)급여,4667,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,250000,250000,,,,,,대인(주)급여,7,여급)주(인대
5290,6907,대일ＣＳＴ급여,4669,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2934000,2934000,,,,,,대일ＣＳＴ급여,7,여급ＴＳＣ일대
5292,6909,대전고검급여,4671,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,1833000,4891000,,,,,,대전고검급여,6,여급검고전대
5294,6911,대전관급여,4673,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,1909000,3112000,,,,,,대전관급여,5,여급관전대
5298,6923,대주회계급여,4684,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,37223000,,,,,,대주회계급여,6,여급계회주대
5300,6928,대진케미칼급여,4688,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2702000,2705000,,,,,,대진케미칼급여,7,여급칼미케진대
5304,6988,대한싸이로급여,4745,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,339000,,,,,,대한싸이로급여,7,여급로이싸한대
5306,6999,대한유화급여,4751,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,7039000,,,,,,대한유화급여,6,여급화유한대
5310,7016,대현정밀 월급여,4766,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,3623000,3623000,,,,,,대현정밀 월급여,7,여급월 밀정현대
5312,7017,대혜건축급여,4767,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4727000,4727000,,,,,,대혜건축급여,6,여급축건혜대
5314,7026,더림디자인  급여,4776,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,3090000,3090000,,,,,,더림디자인  급여,7,여급  인자디림더
5317,7038,더블엠급여,4783,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2732000,2882000,,,,,,더블엠급여,5,여급엠블더
5319,7044,더생명나무급여,4789,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,484000,484000,,,,,,더생명나무급여,7,여급무나명생더
5323,7063,더테이스터블급여,4801,,입금,우리은행,F020,자동입력,,,펌뱅킹 입금이체,급여,DA01,0,4150000,,,,,,더테이스터블급여,8,여급블터스이테더
5325,7072,덕수궁급여,4809,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,262000,2179000,,,,,,덕수궁급여,5,여급궁수덕
5327,7085,데일리안  급여,4818,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2700000,6307000,,,,,,데일리안  급여,6,여급  안리일데
5331,7098,도꼭지급여,4826,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2533000,2806000,,,,,,도꼭지급여,5,여급지꼭도
5334,7101,도루코급여,4828,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,4235000,,,,,,도루코급여,5,여급코루도
5336,7102,도루코리빙급여,4829,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3926000,3926000,,,,,,도루코리빙급여,7,여급빙리코루도
5340,7106,도명 월급여,4833,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2953000,2953000,,,,,,도명 월급여,5,여급월 명도
5342,7119,도시바글로벌월급여,4843,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3795000,5664000,,,,,,도시바글로벌월급여,9,여급월벌로글바시도
5344,7120,도시철도그린월급여,4844,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,4525000,,,,,,도시철도그린월급여,9,여급월린그도철시도
5346,7128,도화시네마급여,4851,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,400000,400000,,,,,,도화시네마급여,7,여급마네시화도
5348,7129,돈카츠윤석급여,4852,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2481000,2481000,,,,,,돈카츠윤석급여,7,여급석윤츠카돈
5350,7146,동기포에버급여,4867,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,88000,88000,,,,,,동기포에버급여,7,여급버에포기동
5352,7150,동대문 월급여,4871,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2192000,2192000,,,,,,동대문 월급여,6,여급월 문대동
5354,7157,동림기계㈜급여,4878,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2157000,2157000,,,,,,동림기계㈜급여,7,여급㈜계기림동
5356,7163,동방아그로급여,4882,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,4736000,15001000,,,,,,동방아그로급여,7,여급로그아방동
5360,7176,동부엔텍㈜　급여,4894,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,4783000,,,,,,동부엔텍㈜　급여,7,여급　㈜텍엔부동
5362,7181,동산테크급여,4899,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2676000,2676000,,,,,,동산테크급여,6,여급크테산동
5365,7188,동성계전　급여,4906,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,5083000,,,,,,동성계전　급여,6,여급　전계성동
