index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
13432,13432,입금,인터넷뱅킹 대량이체,제안보상프롬스,"3,000","3,000",입금이체,회사입금,,,,,,,,,,,,,,제안보상프롬스,7,스롬프상보안제
13436,13436,입금,인터넷뱅킹 대량이체,제이　에셋　영수증,"3,000","3,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,제이0에셋0영수증,7,증수영0셋에0이제
13445,13445,입금,인터넷뱅킹 대량이체,제이시스메디칼,"21,450,000","21,450,000",입금이체,회사입금,,,,,,,,,,,,,,제이시스메디칼,7,칼디메스시이제
13451,13451,입금,인터넷뱅킹 대량이체,제이앤피코리아,"110,000","110,000",입금이체,회사입금,,,,,,,,,,,,,,제이앤피코리아,7,아리코피앤이제
13467,13467,입금,전자뱅킹예약건별이체,제이제이굿케어, - , - ,입금이체,회사입금,,,,,,,,,,,,,,제이제이굿케어,7,어케굿이제이제
13503,13503,입금,인터넷뱅킹 대량이체,제주삼나무개발, - ,"2,015,000",입금이체,회사입금,,,,,,,,,,,,,,제주삼나무개발,7,발개무나삼주제
13505,13505,입금,인터넷뱅킹 대량이체,제주아이렌트카,"36,000","36,000",입금이체,회사입금,,,,,,,,,,,,,,제주아이렌트카,7,카트렌이아주제
13512,13512,입금,인터넷뱅킹 대량이체,제천시가족센터,"80,000","80,000",입금이체,회사입금,,,,,,,,,,,,,,제천시가족센터,7,터센족가시천제
13559,13559,입금,전자뱅킹예약건별이체,조용진－  국민건강, - , - ,금융수익,보험,,,,,,,,,,,,,,조용진－00국민건강,7,강건민국00－진용조
13588,13588,입금,인터넷뱅킹 대량이체,조출휴먼프랜드,"55,000","165,000",소득,급여,,,,,,,,,,,,,,조출휴먼프랜드,7,드랜프먼휴출조
13594,13594,입금,인터넷뱅킹 대량이체,조합적립금반환,"70,000","70,000",입금이체,환급/환불,,,,,,,,,,,,,,조합적립금반환,7,환반금립적합조
13613,13613,입금,펌뱅킹 입금이체,종로복지포인트, - ,"150,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,종로복지포인트,7,트인포지복로종
14044,14044,입금,인터넷뱅킹 대량이체,주포스코케미칼, - ,"4,382,000",입금이체,회사입금,,,,,,,,,,,,,,주포스코케미칼,7,칼미케코스포주
14079,14079,입금,인터넷뱅킹 대량이체,중구청소년센터,"15,000","15,000",입금이체,회사입금,,,,,,,,,,,,,,중구청소년센터,7,터센년소청구중
14081,14081,입금,인터넷뱅킹 대량이체,중국현지사용분,"1,265,000","1,265,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,중국현지사용분,7,분용사지현국중
14086,14086,입금,인터넷뱅킹 대량이체,중도퇴사원천세,"1,177,000","1,177,000",입금이체,환급/환불,,,,,,,,,,,,,,중도퇴사원천세,7,세천원사퇴도중
14100,14100,입금,인터넷뱅킹 대량이체,중랑청소년센터, - ,"224,000",입금이체,회사입금,,,,,,,,,,,,,,중랑청소년센터,7,터센년소청랑중
14150,14150,입금,인터넷뱅킹 대량이체,쥬씨　모바일쿠폰　, - ,"101,000",금융수익,페이백,,,,,,,,,,,,,,쥬씨0모바일쿠폰0,7,0폰쿠일바모0씨쥬
14161,14161,입금,펌뱅킹 입금이체,지급금두산공작,"11,785,000","11,785,000",소득,기타소득,,,,,,,,,,,,,,지급금두산공작,7,작공산두금급지
14234,14234,입금,전자뱅킹예약건별이체,지킴자금(동대문),"1,000,000","1,000,000",소득,기타소득,,,,,,,,,,,,,,지킴자금동대문,7,문대동금자킴지
14254,14254,입금,인터넷뱅킹 대량이체,직원개인영수증,"50,000","70,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,직원개인영수증,7,증수영인개원직
14261,14261,입금,인터넷뱅킹 대량이체,직원대여금지원,"20,000,000","20,000,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,직원대여금지원,7,원지금여대원직
14274,14274,입금,인터넷뱅킹 대량이체,직책，직급보조, - , - ,입금이체,복리후생비/경비,,,,,,,,,,,,,,직책，직급보조,7,조보급직，책직
14279,14279,입금,인터넷뱅킹 대량이체,진료인센티브 월,"1,097,000","1,097,000",소득,급여,,,,,,,,,,,,,,진료인센티브0월,7,월0브티센인료진
14280,14280,입금,인터넷뱅킹 대량이체,진료인센티브（ 월）,"800,000","1,867,000",소득,급여,,,,,,,,,,,,,,진료인센티브0월,7,월0브티센인료진
14316,14316,입금,급여 입금이체,진해여객자동차, - ,"2,760,000",입금이체,회사입금,,,,,,,,,,,,,,진해여객자동차,7,차동자객여해진
14317,14317,입금,상여금 입금이체,진해여객자동차, - ,"2,760,000",입금이체,회사입금,,,,,,,,,,,,,,진해여객자동차,7,차동자객여해진
14318,14318,입금,일반대외대량 입금이체,진해여객자동차, - ,"2,760,000",입금이체,회사입금,,,,,,,,,,,,,,진해여객자동차,7,차동자객여해진
14365,14365,입금,인터넷뱅킹 대량이체,창동청소년센터,"10,000","10,000",소득,기타소득,,,,,,,,,,,,,,창동청소년센터,7,터센년소청동창
14399,14399,입금,인터넷뱅킹 대량이체,천주섭리수녀회,"18,000","150,000",소득,기타소득,,,,,,,,,,,,,,천주섭리수녀회,7,회녀수리섭주천
14431,14431,입금,인터넷뱅킹 대량이체,청운대도서관（  －,"5,000","5,000",입금이체,회사입금,,,,,,,,,,,,,,청운대도서관（00－,7,－00（관서도대운청
14457,14457,입금,전자뱅킹예약건별이체,초이스산업개발,"1,934,000","1,934,000",입금이체,회사입금,,,,,,,,,,,,,,초이스산업개발,7,발개업산스이초
14549,14549,입금,인터넷뱅킹 대량이체,춘천성심시간외,"184,000","1,045,000",소득,급여,,,,,,,,,,,,,,춘천성심시간외,7,외간시심성천춘
14568,14568,입금,인터넷뱅킹 대량이체,출장경비팜테크, - ,"149,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,출장경비팜테크,7,크테팜비경장출
14580,14580,입금,인터넷뱅킹 대량이체,출장여비＿ＫＰＸ, - ,"237,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,출장여비＿ＫＰＸ,7,ＸＰＫ＿비여장출
14588,14588,입금,인터넷뱅킹 대량이체,충남장애인공단,"23,000","30,000",입금이체,회사입금,,,,,,,,,,,,,,충남장애인공단,7,단공인애장남충
14589,14589,입금,인터넷뱅킹 대량이체,충무스포츠센터,"15,000","162,000",입금이체,회사입금,,,,,,,,,,,,,,충무스포츠센터,7,터센츠포스무충
14607,14607,입금,인터넷뱅킹 대량이체,치과의료비지원,"1,500,000","1,500,000",입금이체,생활비입금,,,,,,,,,,,,,,치과의료비지원,7,원지비료의과치
14640,14640,입금,인터넷뱅킹 대량이체,카카오　프로모션, - ,"123,000",금융수익,페이백,,,,,,,,,,,,,,카카오0프로모션,7,션모로프0오카카
14658,14658,입금,인터넷뱅킹 대량이체,캐치패션　캐시백, - ,"237,000",금융수익,페이백,,,,,,,,,,,,,,캐치패션0캐시백,7,백시캐0션패치캐
14661,14661,입금,전자뱅킹예약건별이체,캘리컬러메탈펜,"79,000","79,000",소득,기타소득,,,,,,,,,,,,,,캘리컬러메탈펜,7,펜탈메러컬리캘
14674,14674,입금,인터넷뱅킹 대량이체,컨슈머인사이트,"1,305,000","2,055,000",입금이체,회사입금,,,,,,,,,,,,,,컨슈머인사이트,7,트이사인머슈컨
14722,14722,입금,인터넷뱅킹 대량이체,코당 차예선시상,"100,000","100,000",소득,기타소득,,,,,,,,,,,,,,코당0차예선시상,7,상시선예차0당코
14733,14733,입금,인터넷뱅킹 대량이체,코레일네트웍스,"4,000","3,644,000",입금이체,회사입금,,,,,,,,,,,,,,코레일네트웍스,7,스웍트네일레코
14736,14736,입금,인터넷뱅킹 대량이체,코로나  　전담치료,"200,000","200,000",소득,기타소득,,,,,,,,,,,,,,코로나000전담치료,7,료치담전000나로코
14751,14751,입금,인터넷뱅킹 대량이체,코로나（감염관리）,"60,000","1,000,000",입금이체,지원금/장학금,,,,,,,,,,,,,,코로나감염관리,7,리관염감나로코
14752,14752,입금,인터넷뱅킹 대량이체,코로나（소아외래）,"70,000","70,000",입금이체,지원금/장학금,,,,,,,,,,,,,,코로나소아외래,7,래외아소나로코
14753,14753,입금,인터넷뱅킹 대량이체,코로나（재택상담）,"70,000","300,000",입금이체,지원금/장학금,,,,,,,,,,,,,,코로나재택상담,7,담상택재나로코
14757,14757,입금,펌뱅킹 입금이체,코리아나화장품,"869,000","3,507,000",입금이체,회사입금,,,,,,,,,,,,,,코리아나화장품,7,품장화나아리코
14758,14758,입금,인터넷뱅킹 대량이체,코리아랜드뱅크,"751,000","751,000",입금이체,회사입금,,,,,,,,,,,,,,코리아랜드뱅크,7,크뱅드랜아리코
14784,14784,입금,펌뱅킹 입금이체,코오롱머티리얼(,"4,986,000","4,986,000",입금이체,회사입금,,,,,,,,,,,,,,코오롱머티리얼(,7,(얼리티머롱오코
14785,14785,입금,펌뱅킹 입금이체,코오롱바이오텍(,"3,637,000","3,637,000",입금이체,회사입금,,,,,,,,,,,,,,코오롱바이오텍(,7,(텍오이바롱오코
14787,14787,입금,펌뱅킹 입금이체,코오롱생명과학,"1,478,000","7,874,000",입금이체,회사입금,,,,,,,,,,,,,,코오롱생명과학,7,학과명생롱오코
14814,14814,입금,인터넷뱅킹 대량이체,쿠킹　 월　인접권대,"53,000","84,000",소득,기타소득,,,,,,,,,,,,,,쿠킹00월0인접권대,7,대권접인0월00킹쿠
14827,14827,입금,인터넷뱅킹 대량이체,퀸즈코퍼레이션, - ,"2,953,000",입금이체,회사입금,,,,,,,,,,,,,,퀸즈코퍼레이션,7,션이레퍼코즈퀸
14833,14833,입금,인터넷뱅킹 대량이체,크라운종합건설,"3,058,000","3,058,000",입금이체,회사입금,,,,,,,,,,,,,,크라운종합건설,7,설건합종운라크
14853,14853,입금,인터넷뱅킹 대량이체,클로젯　　수익정산,"5,000","5,000",소득,기타소득,,,,,,,,,,,,,,클로젯00수익정산,7,산정익수00젯로클
14991,14991,입금,인터넷뱅킹 대량이체,태양법률사무소,"48,000","149,000",입금이체,회사입금,,,,,,,,,,,,,,태양법률사무소,7,소무사률법양태
14993,14993,입금,인터넷뱅킹 대량이체,태양유니스 월분,"1,250,000","1,250,000",입금이체,회사입금,,,,,,,,,,,,,,태양유니스0월분,7,분월0스니유양태
15006,15006,입금,급여 입금이체,태평양밸브공업,"926,000","3,036,000",입금이체,회사입금,,,,,,,,,,,,,,태평양밸브공업,7,업공브밸양평태
15010,15010,입금,인터넷뱅킹 대량이체,터치디스플레이,"4,730,000","4,730,000",입금이체,회사입금,,,,,,,,,,,,,,터치디스플레이,7,이레플스디치터
15024,15024,입금,인터넷뱅킹 대량이체,토요진료수당 월,"114,000","114,000",소득,급여,,,,,,,,,,,,,,토요진료수당0월,7,월0당수료진요토
15025,15025,입금,인터넷뱅킹 대량이체,토요진료수당（ 월）,"101,000","101,000",소득,급여,,,,,,,,,,,,,,토요진료수당0월,7,월0당수료진요토
15033,15033,입금,인터넷뱅킹 대량이체,토파스법인카드,"134,000","134,000",입금이체,회사입금,,,,,,,,,,,,,,토파스법인카드,7,드카인법스파토
15038,15038,입금,인터넷뱅킹 대량이체,통신료지원（상조）, - ,"15,000",입금이체,생활비입금,,,,,,,,,,,,,,통신료지원상조,7,조상원지료신통
15061,15061,입금,인터넷뱅킹 대량이체,통영적십자병원, - , - ,입금이체,회사입금,,,,,,,,,,,,,,통영적십자병원,7,원병자십적영통
15070,15070,입금,수신지급예약,퇴직금-우리은행,"113,000","113,000",소득,퇴직금,,,,,,,,,,,,,,퇴직금-우리은행,7,행은리우-금직퇴
15071,15071,입금,인터넷뱅킹 대량이체,퇴직금중간정산,"150,000","150,000",소득,퇴직금,,,,,,,,,,,,,,퇴직금중간정산,7,산정간중금직퇴
15113,15113,입금,인터넷뱅킹 대량이체,특근수당　및　식대, - ,"381,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,특근수당0및0식대,7,대식0및0당수근특
15134,15134,입금,인터넷뱅킹 대량이체,특허법인　이씨엠,"2,060,000","2,060,000",입금이체,회사입금,,,,,,,,,,,,,,특허법인0이씨엠,7,엠씨이0인법허특
15141,15141,입금,인터넷뱅킹 대량이체,특허법인태평양,"16,000","1,245,000",입금이체,회사입금,,,,,,,,,,,,,,특허법인태평양,7,양평태인법허특
15148,15148,입금,인터넷뱅킹 대량이체,튼튼 월감염예방,"100,000","100,000",소득,기타소득,,,,,,,,,,,,,,튼튼0월감염예방,7,방예염감월0튼튼
15183,15183,입금,인터넷뱅킹 대량이체,티피에스텍주식,"3,699,000","3,699,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,티피에스텍주식,7,식주텍스에피티
15215,15215,입금,인터넷뱅킹 대량이체,파인솔루션＿즉결,"2,582,000","2,582,000",소득,기타소득,,,,,,,,,,,,,,파인솔루션＿즉결,7,결즉＿션루솔인파
15221,15221,입금,인터넷뱅킹 대량이체,파주＿코로나지원, - , - ,입금이체,지원금/장학금,,,,,,,,,,,,,,파주＿코로나지원,7,원지나로코＿주파
15226,15226,입금,인터넷뱅킹 대량이체,파티온토너패드,"17,000","17,000",입금이체,환급/환불,,,,,,,,,,,,,,파티온토너패드,7,드패너토온티파
15237,15237,입금,인터넷뱅킹 대량이체,팜 장기수선공제,"161,000","236,000",입금이체,환급/환불,,,,,,,,,,,,,,팜0장기수선공제,7,제공선수기장0팜
15243,15243,입금,펌뱅킹 입금이체,팜코체크캐쉬백,"114,000","114,000",금융수익,페이백,,,,,,,,,,,,,,팜코체크캐쉬백,7,백쉬캐크체코팜
15262,15262,입금,인터넷뱅킹 대량이체,퍼슨　 분기　인센티,"312,000","312,000",소득,급여,,,,,,,,,,,,,,퍼슨00분기0인센티,7,티센인0기분00슨퍼
15267,15267,입금,펌뱅킹 입금이체,펌뱅킹 입금이체,"8,133,000","8,584,000",소득,기타소득,,,,,,,,,,,,,,펌뱅킹0입금이체,7,체이금입0킹뱅펌
15280,15280,입금,인터넷뱅킹 대량이체,평생교육원 ／ 분기,"418,000","418,000",소득,기타소득,,,,,,,,,,,,,,평생교육원0／0분기,7,기분0／0원육교생평
15304,15304,입금,인터넷뱅킹 대량이체,포스코기술투자, - ,"6,157,000",입금이체,회사입금,,,,,,,,,,,,,,포스코기술투자,7,자투술기코스포
15307,15307,입금,인터넷뱅킹 대량이체,포스코에너지　  년,"548,000","1,000,000",입금이체,회사입금,,,,,,,,,,,,,,포스코에너지000년,7,년000지너에코스포
15338,15338,입금,급여 입금이체,표준교정기술원, - ,"5,792,000",입금이체,회사입금,,,,,,,,,,,,,,표준교정기술원,7,원술기정교준표
15339,15339,입금,상여금 입금이체,표준교정기술원, - ,"5,792,000",입금이체,회사입금,,,,,,,,,,,,,,표준교정기술원,7,원술기정교준표
15340,15340,입금,인터넷뱅킹 대량이체,표현러닝　  월분급,"1,000","1,000",소득,기타소득,,,,,,,,,,,,,,표현러닝000월분급,7,급분월000닝러현표
15380,15380,입금,인터넷뱅킹 대량이체,프레인－내부청구, - ,"500,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,프레인－내부청구,7,구청부내－인레프
15393,15393,입금,인터넷뱅킹 대량이체,프롬데이원　세액,"1,000","127,000",입금이체,환급/환불,,,,,,,,,,,,,,프롬데이원0세액,7,액세0원이데롬프
15403,15403,입금,급여 입금이체,프리미어모터스,"3,474,000","13,140,000",입금이체,회사입금,,,,,,,,,,,,,,프리미어모터스,7,스터모어미리프
15405,15405,입금,인터넷뱅킹 대량이체,플라모  월　단기행,"244,000","244,000",소득,급여,,,,,,,,,,,,,,플라모00월0단기행,7,행기단0월00모라플
15409,15409,입금,인터넷뱅킹 대량이체,플라모　 월　단기행,"218,000","353,000",소득,급여,,,,,,,,,,,,,,플라모00월0단기행,7,행기단0월00모라플
15413,15413,입금,인터넷뱅킹 대량이체,플라모／ 월　단기행,"218,000","218,000",소득,급여,,,,,,,,,,,,,,플라모／0월0단기행,7,행기단0월0／모라플
15480,15480,입금,인터넷뱅킹 대량이체,피엠에스근무복,"141,000","141,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,피엠에스근무복,7,복무근스에엠피
15483,15483,입금,인터넷뱅킹 대량이체,피코셀　 월　운영수, - , - ,소득,기타소득,,,,,,,,,,,,,,피코셀00월0운영수,7,수영운0월00셀코피
15529,15529,입금,인터넷뱅킹 대량이체,하나이앤지포상,"271,000","271,000",소득,급여,,,,,,,,,,,,,,하나이앤지포상,7,상포지앤이나하
16012,16012,입금,인터넷뱅킹 대량이체,하비월드（골라라）,"8,000","1,221,000",소득,사업소득,,,,,,,,,,,,,,하비월드골라라,7,라라골드월비하
16021,16021,입금,전자뱅킹예약건별이체,하이그린안중점,"3,198,000","4,276,000",입금이체,회사입금,,,,,,,,,,,,,,하이그린안중점,7,점중안린그이하
16025,16025,입금,펌뱅킹 입금이체,하이닉스반도체,"1,050,000","140,582,000",입금이체,회사입금,,,,,,,,,,,,,,하이닉스반도체,7,체도반스닉이하
16028,16028,입금,인터넷뱅킹 대량이체,하이맥스컨설팅, - ,"3,225,000",입금이체,회사입금,,,,,,,,,,,,,,하이맥스컨설팅,7,팅설컨스맥이하
16049,16049,입금,펌뱅킹 입금이체,하이케어솔루션,"3,177,000","5,975,000",입금이체,회사입금,,,,,,,,,,,,,,하이케어솔루션,7,션루솔어케이하
16050,16050,입금,펌뱅킹 입금이체,하이텔레서비스, - ,"8,322,000",입금이체,회사입금,,,,,,,,,,,,,,하이텔레서비스,7,스비서레텔이하
16063,16063,입금,펌뱅킹 입금이체,학교복지포인트,"25,000","1,168,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,학교복지포인트,7,트인포지복교학
16071,16071,입금,인터넷뱅킹 대량이체,학자금　 회차　지급,"29,000","3,144,000",입금이체,지원금/장학금,,,,,,,,,,,,,,학자금00회차0지급,7,급지0차회00금자학
16085,16085,입금,인터넷뱅킹 대량이체,한경마케팅센터,"443,000","443,000",입금이체,회사입금,,,,,,,,,,,,,,한경마케팅센터,7,터센팅케마경한
16094,16094,입금,인터넷뱅킹 대량이체,한국건물엔너지, - , - ,입금이체,회사입금,,,,,,,,,,,,,,한국건물엔너지,7,지너엔물건국한
16101,16101,입금,인터넷뱅킹 대량이체,한국과학기술원, - ,"36,810,000",입금이체,회사입금,,,,,,,,,,,,,,한국과학기술원,7,원술기학과국한
16111,16111,입금,인터넷뱅킹 대량이체,한국리스크관리,"500,000","500,000",입금이체,회사입금,,,,,,,,,,,,,,한국리스크관리,7,리관크스리국한
16134,16134,입금,일반대외대량 입금이체,한국법제연구원, - ,"182,000",입금이체,회사입금,,,,,,,,,,,,,,한국법제연구원,7,원구연제법국한
16164,16164,입금,급여 입금이체,한국엔에스케이,"1,000","6,666,000",입금이체,회사입금,,,,,,,,,,,,,,한국엔에스케이,7,이케스에엔국한
16175,16175,입금,인터넷뱅킹 대량이체,한국영상자료원, - ,"10,000",입금이체,회사입금,,,,,,,,,,,,,,한국영상자료원,7,원료자상영국한
16183,16183,입금,전자뱅킹예약건별이체,한국유방암학회,"2,000,000","2,000,000",소득,기타소득,,,,,,,,,,,,,,한국유방암학회,7,회학암방유국한
16195,16195,입금,지로대량급여 입금이체,한국재료연구원, - ,"7,438,000",입금이체,회사입금,,,,,,,,,,,,,,한국재료연구원,7,원구연료재국한
16199,16199,입금,인터넷뱅킹 대량이체,한국정보과학회,"10,000","100,000",입금이체,회사입금,,,,,,,,,,,,,,한국정보과학회,7,회학과보정국한
16269,16269,입금,급여 입금이체,한국행정연구원,"2,468,000","4,668,000",입금이체,회사입금,,,,,,,,,,,,,,한국행정연구원,7,원구연정행국한
16310,16310,입금,인터넷뱅킹 대량이체,한림대성심병원,"5,000","9,070,000",입금이체,회사입금,,,,,,,,,,,,,,한림대성심병원,7,원병심성대림한
16323,16323,입금,인터넷뱅킹 대량이체,한미교육위원단, - ,"110,000",입금이체,회사입금,,,,,,,,,,,,,,한미교육위원단,7,단원위육교미한
16327,16327,입금,전자뱅킹예약건별이체,한사랑요양센터,"1,528,000","1,528,000",입금이체,회사입금,,,,,,,,,,,,,,한사랑요양센터,7,터센양요랑사한
16336,16336,입금,지로대량급여 입금이체,한성백제박물관,"355,000","764,000",입금이체,회사입금,,,,,,,,,,,,,,한성백제박물관,7,관물박제백성한
16364,16364,입금,전자뱅킹예약건별이체,한양통증박근모,"2,327,000","2,327,000",입금이체,회사입금,,,,,,,,,,,,,,한양통증박근모,7,모근박증통양한
16371,16371,입금,인터넷뱅킹 대량이체,한우리열린교육, - ,"636,000",입금이체,회사입금,,,,,,,,,,,,,,한우리열린교육,7,육교린열리우한
16421,16421,입금,전자뱅킹예약건별이체,한평생중에가장,"20,000","20,000",입금이체,기타입금,,,,,,,,,,,,,,한평생중에가장,7,장가에중생평한
16493,16493,입금,전자뱅킹예약건별이체,할머니－가은보험, - , - ,입금이체,경조사/용돈입금,,,,,,,,,,,,,,할머니－가은보험,7,험보은가－니머할
16505,16505,입금,인터넷뱅킹 대량이체,항공대 월분식대, - , - ,입금이체,복리후생비/경비,,,,,,,,,,,,,,항공대0월분식대,7,대식분월0대공항
16507,16507,입금,급여 입금이체,항공종합서비스,"1,131,000","3,727,000",입금이체,회사입금,,,,,,,,,,,,,,항공종합서비스,7,스비서합종공항
16591,16591,입금,인터넷뱅킹 대량이체,현대렌탈서비스,"1,497,000","1,497,000",입금이체,회사입금,,,,,,,,,,,,,,현대렌탈서비스,7,스비서탈렌대현
16598,16598,입금,CMS공동망 입금이체,현대블루포인트,"20,000","20,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,현대블루포인트,7,트인포루블대현
16605,16605,입금,인터넷뱅킹 대량이체,현대엘엔지해운,"5,086,000","5,086,000",입금이체,회사입금,,,,,,,,,,,,,,현대엘엔지해운,7,운해지엔엘대현
16616,16616,입금,펌뱅킹 입금이체,현대체크캐시백, - ,"13,000",금융수익,페이백,,,,,,,,,,,,,,현대체크캐시백,7,백시캐크체대현
16660,16660,입금,인터넷뱅킹 대량이체,형지에스콰이아, - ,"4,122,000",입금이체,회사입금,,,,,,,,,,,,,,형지에스콰이아,7,아이콰스에지형
16663,16663,입금,인터넷뱅킹 대량이체,혜민병원김상태,"81,000","1,694,000",입금이체,회사입금,,,,,,,,,,,,,,혜민병원김상태,7,태상김원병민혜
16691,16691,입금,인터넷뱅킹 대량이체,홍삼톤  ＴＭＣＫ,"193,000","193,000",입금이체,회사입금,,,,,,,,,,,,,,홍삼톤00ＴＭＣＫ,7,ＫＣＭＴ00톤삼홍
16707,16707,입금,인터넷뱅킹 대량이체,홍익대　국가근로, - ,"1,053,000",입금이체,지원금/장학금,,,,,,,,,,,,,,홍익대0국가근로,7,로근가국0대익홍
16712,16712,입금,인터넷뱅킹 대량이체,홍익대　전자전기, - , - ,소득,기타소득,,,,,,,,,,,,,,홍익대0전자전기,7,기전자전0대익홍
16713,16713,입금,인터넷뱅킹 대량이체,홍익대　혁신지원,"600,000","600,000",소득,기타소득,,,,,,,,,,,,,,홍익대0혁신지원,7,원지신혁0대익홍
16714,16714,입금,인터넷뱅킹 대량이체,홍익대　호봉승급, - , - ,소득,기타소득,,,,,,,,,,,,,,홍익대0호봉승급,7,급승봉호0대익홍
16741,16741,입금,인터넷뱅킹 대량이체,화이트리퍼블릭,"878,000","878,000",입금이체,회사입금,,,,,,,,,,,,,,화이트리퍼블릭,7,릭블퍼리트이화
16750,16750,입금,인터넷뱅킹 대량이체,화정주차비지원,"100,000","100,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,화정주차비지원,7,원지비차주정화
16771,16771,입금,인터넷뱅킹 대량이체,활동경비휴먼스,"500,000","500,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,활동경비휴먼스,7,스먼휴비경동활
16783,16783,입금,전자뱅킹예약건별이체,황민옥 오션텍스,"1,000,000","1,000,000",입금이체,회사입금,,,,,,,,,,,,,,황민옥0오션텍스,7,스텍션오0옥민황
16796,16796,입금,펌뱅킹 입금이체,회사복지포인트,"111,000","197,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,회사복지포인트,7,트인포지복사회
16803,16803,입금,전자뱅킹예약건별이체,회정치료공동체,"700,000","700,000",입금이체,회사입금,,,,,,,,,,,,,,회정치료공동체,7,체동공료치정회
16811,16811,입금,인터넷뱅킹 대량이체,효성굿스프링스,"757,000","927,000",입금이체,회사입금,,,,,,,,,,,,,,효성굿스프링스,7,스링프스굿성효
16833,16833,입금,급여 입금이체,후지전기코리아,"6,552,000","6,610,000",입금이체,회사입금,,,,,,,,,,,,,,후지전기코리아,7,아리코기전지후
16849,16849,입금,인터넷뱅킹 대량이체,휴대폰요금　지원,"35,000","35,000",입금이체,지원금/장학금,,,,,,,,,,,,,,휴대폰요금0지원,7,원지0금요폰대휴
16850,16850,입금,인터넷뱅킹 대량이체,휴대폰요금지원,"60,000","100,000",입금이체,지원금/장학금,,,,,,,,,,,,,,휴대폰요금지원,7,원지금요폰대휴
16854,16854,입금,인터넷뱅킹 대량이체,휴랜 월개인지출,"266,000","266,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,휴랜0월개인지출,7,출지인개월0랜휴
16858,16858,입금,인터넷뱅킹 대량이체,휴맥스ＧＳ부가,"5,139,000","5,139,000",입금이체,회사입금,,,,,,,,,,,,,,휴맥스ＧＳ부가,7,가부ＳＧ스맥휴
16861,16861,입금,인터넷뱅킹 대량이체,휴맥스ＨＲ셀럽,"198,000","309,000",입금이체,회사입금,,,,,,,,,,,,,,휴맥스ＨＲ셀럽,7,럽셀ＲＨ스맥휴
16885,16885,입금,전자뱅킹예약건별이체,희경보너스사용,"300,000","300,000",입금이체,기타입금,,,,,,,,,,,,,,희경보너스사용,7,용사스너보경희
16902,16902,입금,펌뱅킹 입금이체,히타치엘지데이,"2,173,000","9,556,000",입금이체,회사입금,,,,,,,,,,,,,,히타치엘지데이,7,이데지엘치타히
17730,17730,입금,인터넷뱅킹 대량이체,ＡＤＬ＿경비지급,"3,701,000","3,701,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,ＡＤＬ＿경비지급,7,급지비경＿ＬＤＡ
17739,17739,입금,펌뱅킹 입금이체,ＡＰ복지포인트, - ,"1,500,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,ＡＰ복지포인트,7,트인포지복ＰＡ
17742,17742,입금,인터넷뱅킹 대량이체,ＡＰＧＣ　ＬＡＢ．,"229,000","229,000",입금이체,회사입금,,,,,,,,,,,,,,ＡＰＧＣ0ＬＡＢ．,7,．ＢＡＬ0ＣＧＰＡ
17816,17816,입금,펌뱅킹 입금이체,ＣＶ복지포인트, - ,"12,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,ＣＶ복지포인트,7,트인포지복ＶＣ
17823,17823,입금,인터넷뱅킹 대량이체,ＤＢｎＳ둔산  월,"1,315,000","1,315,000",입금이체,회사입금,,,,,,,,,,,,,,ＤＢｎＳ둔산00월,7,월00산둔ＳｎＢＤ
17858,17858,입금,인터넷뱅킹 대량이체,ＦＮＡ＿인천 차＿도,"800,000","1,823,000",금융수익,저축/투자,,,,,,,,,,,,,,ＦＮＡ＿인천0차＿도,7,도＿차0천인＿ＡＮＦ
17889,17889,입금,인터넷뱅킹 대량이체,ＨＮＣ네트워크, - ,"3,300,000",입금이체,회사입금,,,,,,,,,,,,,,ＨＮＣ네트워크,7,크워트네ＣＮＨ
17892,17892,입금,인터넷뱅킹 대량이체,ＨＯＫ　－　명절선물,"75,000","75,000",입금이체,경조사/용돈입금,,,,,,,,,,,,,,ＨＯＫ0－0명절선물,7,물선절명0－0ＫＯＨ
