index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
22,22,입금,인터넷뱅킹 대량이체,      ＿명절（,"150,000","150,000",소득,급여,,,,,,,,,,,,,,000000＿명절（,3,（절명＿000000
27,27,입금,전자뱅킹예약건별이체,    　박종찬,"200,000","200,000",입금이체,개인입금,,,,,,,,,,,,,,00000박종찬,3,찬종박00000
48,48,입금,전자뱅킹예약건별이체,    김륜재,"550,000","550,000",입금이체,개인입금,,,,,,,,,,,,,,0000김륜재,3,재륜김0000
59,59,입금,인터넷뱅킹 대량이체,    년　 월　급,"2,305,000","3,688,000",소득,급여,,,,,,,,,,,,,,0000년00월0급,3,급0월00년0000
60,60,입금,인터넷뱅킹 대량이체,    년　 월　연,"5,217,000","5,217,000",입금이체,기타입금,,,,,,,,,,,,,,0000년00월0연,3,연0월00년0000
61,61,입금,인터넷뱅킹 대량이체,    년　 월　차,"317,000","317,000",입금이체,기타입금,,,,,,,,,,,,,,0000년00월0차,3,차0월00년0000
87,87,입금,전자뱅킹예약건별이체,    부가세, - , - ,입금이체,환급/환불,,,,,,,,,,,,,,0000부가세,3,세가부0000
136,136,입금,인터넷뱅킹 대량이체,    ．  월분급, - , - ,소득,급여,,,,,,,,,,,,,,0000．00월분급,3,급분월00．0000
151,151,입금,인터넷뱅킹 대량이체,   플라워,"1,941,000","1,941,000",입금이체,기타입금,,,,,,,,,,,,,,000플라워,3,워라플000
223,223,입금,인터넷뱅킹 대량이체,  년　구정,"100,000","100,000",소득,급여,,,,,,,,,,,,,,00년0구정,3,정구0년00
253,253,입금,인터넷뱅킹 대량이체,  년소급,"121,000","2,072,000",소득,급여,,,,,,,,,,,,,,00년소급,3,급소년00
262,262,입금,인터넷뱅킹 대량이체,  년연차,"2,357,000","2,357,000",소득,급여,,,,,,,,,,,,,,00년연차,3,차연년00
301,301,입금,인터넷뱅킹 대량이체,  소급분,"11,000","22,000",소득,급여,,,,,,,,,,,,,,00소급분,3,분급소00
302,302,입금,인터넷뱅킹 대량이체,  시간외, - ,"3,481,000",소득,급여,,,,,,,,,,,,,,00시간외,3,외간시00
342,342,입금,인터넷뱅킹 대량이체,  월　수당,"1,235,000","1,235,000",소득,급여,,,,,,,,,,,,,,00월0수당,3,당수0월00
343,343,입금,인터넷뱅킹 대량이체,  월　식대,"7,000","180,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,00월0식대,3,대식0월00
431,431,입금,인터넷뱅킹 대량이체,  월브로,"71,000","1,039,000",입금이체,기타입금,,,,,,,,,,,,,,00월브로,3,로브월00
438,438,입금,인터넷뱅킹 대량이체,  월식대,"125,000","140,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,00월식대,3,대식월00
481,481,입금,인터넷뱅킹 대량이체,  직책급, - ,"700,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,00직책급,3,급책직00
496,496,입금,인터넷뱅킹 대량이체,  － 기　주말,"979,000","979,000",소득,급여,,,,,,,,,,,,,,00－0기0주말,3,말주0기0－00
522,522,입금,인터넷뱅킹 대량이체,  ／  　시크릿,"98,000","98,000",소득,기타소득,,,,,,,,,,,,,,00／000시크릿,3,릿크시000／00
523,523,입금,인터넷뱅킹 대량이체,  ／  　썸데이,"60,000","60,000",소득,기타소득,,,,,,,,,,,,,,00／000썸데이,3,이데썸000／00
528,528,입금,인터넷뱅킹 대량이체,  ／  　ＸＯ－Ｋ,"64,000","64,000",입금이체,기타입금,,,,,,,,,,,,,,00／000ＸＯ－Ｋ,3,Ｋ－ＯＸ000／00
575,575,입금,전자뱅킹예약건별이체, 월 납입,"50,000","50,000",입금이체,기타입금,,,,,,,,,,,,,,0월0납입,3,입납0월0
646,646,입금,인터넷뱅킹 대량이체, 월　부비,"40,000","150,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월0부비,3,비부0월0
673,673,입금,인터넷뱅킹 대량이체, 월　시상,"20,000","175,000",소득,기타소득,,,,,,,,,,,,,,0월0시상,3,상시0월0
674,674,입금,인터넷뱅킹 대량이체, 월　식대,"95,000","189,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월0식대,3,대식0월0
685,685,입금,인터넷뱅킹 대량이체, 월　육성,"463,000","463,000",입금이체,기타입금,,,,,,,,,,,,,,0월0육성,3,성육0월0
709,709,입금,인터넷뱅킹 대량이체, 월　초과,"682,000","682,000",소득,급여,,,,,,,,,,,,,,0월0초과,3,과초0월0
1001,1001,입금,인터넷뱅킹 대량이체, 월수당,"32,000","945,000",소득,급여,,,,,,,,,,,,,,0월수당,3,당수월0
1011,1011,입금,인터넷뱅킹 대량이체, 월식대, - ,"168,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월식대,3,대식월0
1012,1012,입금,전자뱅킹예약건별이체, 월식대, - ,"168,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월식대,3,대식월0
1049,1049,입금,전자뱅킹예약건별이체, 월원진,"160,000","160,000",입금이체,기타입금,,,,,,,,,,,,,,0월원진,3,진원월0
1057,1057,입금,인터넷뱅킹 대량이체, 월은급,"710,000","920,000",소득,기타소득,,,,,,,,,,,,,,0월은급,3,급은월0
1060,1060,입금,인터넷뱅킹 대량이체, 월이자, - ,"356,000",금융수익,이자,,,,,,,,,,,,,,0월이자,3,자이월0
1077,1077,입금,인터넷뱅킹 대량이체, 월잡급,"1,658,000","1,757,000",소득,급여,,,,,,,,,,,,,,0월잡급,3,급잡월0
1096,1096,입금,인터넷뱅킹 대량이체, 월중식, - , - ,입금이체,복리후생비/경비,,,,,,,,,,,,,,0월중식,3,식중월0
1099,1099,입금,인터넷뱅킹 대량이체, 월증빙,"882,000","882,000",법인,법인,,,,,,,,,,,,,,0월증빙,3,빙증월0
1114,1114,입금,인터넷뱅킹 대량이체, 월찾스,"142,000","142,000",입금이체,기타입금,,,,,,,,,,,,,,0월찾스,3,스찾월0
1121,1121,입금,인터넷뱅킹 대량이체, 월출장,"10,000","190,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월출장,3,장출월0
1137,1137,입금,인터넷뱅킹 대량이체, 월특근,"80,000","176,000",소득,급여,,,,,,,,,,,,,,0월특근,3,근특월0
1180,1180,입금,전자뱅킹예약건별이체, 월－수당,"50,000","50,000",소득,기타소득,,,,,,,,,,,,,,0월－수당,3,당수－월0
1187,1187,입금,인터넷뱅킹 대량이체, 월＿문원,"336,000","336,000",입금이체,기타입금,,,,,,,,,,,,,,0월＿문원,3,원문＿월0
1219,1219,입금,인터넷뱅킹 대량이체, ／  　론투유, - , - ,소득,기타소득,,,,,,,,,,,,,,0／000론투유,3,유투론000／0
1222,1222,입금,인터넷뱅킹 대량이체, ／  관현악,"50,000","50,000",소득,기타소득,,,,,,,,,,,,,,0／00관현악,3,악현관00／0
2440,2440,입금,지로대량급여 입금이체,CIT, - ,"2,562,000",입금이체,회사입금,,,,,,,,,,,,,,CIT,3,TIC
2684,2684,입금,인터넷현물환지정가거래체결,EFX_, - ,"6,000",금융수익,저축/투자,,,,,,,,,,,,,,EFX_,3,_XFE
2773,2773,입금,상여금 입금이체,P.I,"356,000","4,311,000",소득,급여,,,,,,,,,,,,,,P.I,3,I.P
2774,2774,입금,상여금 입금이체,P.S,"2,318,000","7,657,000",소득,급여,,,,,,,,,,,,,,P.S,3,S.P
2775,2775,입금,펌뱅킹 입금이체,PAY,"3,000","600,000",입금이체,페이입금,,,,,,,,,,,,,,PAY,3,YAP
2778,2778,입금,펌뱅킹 입금이체,Pay, - ,"1,242,000",입금이체,페이입금,,,,,,,,,,,,,,Pay,3,yaP
2780,2780,입금,지로대량급여 입금이체,RSK,"2,124,000","3,617,000",입금이체,회사입금,,,,,,,,,,,,,,RSK,3,KSR
2783,2783,입금,지로대량급여 입금이체,SCG,"2,292,000","2,292,000",입금이체,회사입금,,,,,,,,,,,,,,SCG,3,GCS
2801,2801,입금,PG(전자상거래)출금미완료처리,YBM,"49,000","59,000",입금이체,회사입금,,,,,,,,,,,,,,YBM,3,MBY
3371,3371,입금,인터넷뱅킹 대량이체,가야 차,"1,616,000","1,616,000",입금이체,기타입금,,,,,,,,,,,,,,가야0차,3,차0야가
3692,3692,입금,인터넷뱅킹 대량이체,경비 월,"784,000","784,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,경비0월,3,월0비경
5434,5434,입금,인터넷뱅킹 대량이체,기초 월,"30,000","30,000",입금이체,기타입금,,,,,,,,,,,,,,기초0월,3,월0초기
5535,5535,입금,급여 입금이체,김봉회,"800,000","800,000",입금이체,개인입금,,,,,,,,,,,,,,김봉회,3,회봉김
5630,5630,입금,급여 입금이체,김정회,"100,000","100,000",입금이체,개인입금,,,,,,,,,,,,,,김정회,3,회정김
7029,7029,입금,인터넷뱅킹 대량이체,더메이 ．, - ,"550,000",입금이체,회사입금,,,,,,,,,,,,,,더메이0．,3,．0이메더
7328,7328,입금,전자뱅킹예약건별이체,두웰 월,"2,834,000","2,834,000",입금이체,회사입금,,,,,,,,,,,,,,두웰0월,3,월0웰두
7533,7533,입금,전자뱅킹예약건별이체,류일 월,"300,000","300,000",입금이체,기타입금,,,,,,,,,,,,,,류일0월,3,월0일류
7638,7638,입금,전자뱅킹예약건별이체,매경 월, - , - ,입금이체,회사입금,,,,,,,,,,,,,,매경0월,3,월0경매
8638,8638,입금,인터넷뱅킹 대량이체,비기닝  ／, - ,"960,000",입금이체,회사입금,,,,,,,,,,,,,,비기닝00／,3,／00닝기비
8641,8641,입금,인터넷뱅킹 대량이체,비기닝 ／,"19,000","19,000",입금이체,회사입금,,,,,,,,,,,,,,비기닝0／,3,／0닝기비
8837,8837,입금,전자뱅킹예약건별이체,삼성  월,"833,000","833,000",소득,사업소득,,,,,,,,,,,,,,삼성00월,3,월00성삼
9087,9087,입금,인터넷뱅킹 대량이체,삼익（ 월）,"33,000","33,000",입금이체,회사입금,,,,,,,,,,,,,,삼익0월,3,월0익삼
9242,9242,입금,인터넷뱅킹 대량이체,상여＿  월,"2,177,000","2,461,000",소득,급여,,,,,,,,,,,,,,상여＿00월,3,월00＿여상
9555,9555,입금,인터넷뱅킹 대량이체,설　떡값,"150,000","150,000",소득,급여,,,,,,,,,,,,,,설0떡값,3,값떡0설
9708,9708,입금,전자뱅킹예약건별이체,성원    호,"600,000","600,000",소득,부동산수입,,,,,,,,,,,,,,성원0000호,3,호0000원성
9786,9786,입금,인터넷뱅킹 대량이체,세일 월,"2,991,000","2,991,000",입금이체,회사입금,,,,,,,,,,,,,,세일0월,3,월0일세
9890,9890,입금,전자뱅킹예약건별이체,소학＿ ／  ，, - , - ,입금이체,기타입금,,,,,,,,,,,,,,소학＿0／00，,3,，00／0＿학소
10190,10190,입금,인터넷뱅킹 대량이체,식대 월,"150,000","150,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,식대0월,3,월0대식
11133,11133,입금,인터넷뱅킹 대량이체,야놀자  ．,"41,000","2,271,000",입금이체,회사입금,,,,,,,,,,,,,,야놀자00．,3,．00자놀야
11134,11134,입금,인터넷뱅킹 대량이체,야놀자  ．  －,"29,000","5,573,000",입금이체,회사입금,,,,,,,,,,,,,,야놀자00．00－,3,－00．00자놀야
11135,11135,입금,인터넷뱅킹 대량이체,야놀자 ．, - ,"1,633,000",입금이체,회사입금,,,,,,,,,,,,,,야놀자0．,3,．0자놀야
11136,11136,입금,인터넷뱅킹 대량이체,야놀자 ．  －, - ,"6,479,000",입금이체,회사입금,,,,,,,,,,,,,,야놀자0．00－,3,－00．0자놀야
11137,11137,입금,인터넷뱅킹 대량이체,야놀자 ．  － ．,"36,000","6,409,000",입금이체,회사입금,,,,,,,,,,,,,,야놀자0．00－0．,3,．0－00．0자놀야
11138,11138,입금,인터넷뱅킹 대량이체,야놀자 ． －, - ,"6,879,000",입금이체,회사입금,,,,,,,,,,,,,,야놀자0．0－,3,－0．0자놀야
11168,11168,입금,일반대외대량 입금이체,양우회, - ,"1,000,000",입금이체,회사입금,,,,,,,,,,,,,,양우회,3,회우양
11470,11470,입금,인터넷뱅킹 대량이체,여비（ 월）,"10,000","10,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,여비0월,3,월0비여
11766,11766,입금,전자뱅킹예약건별이체,오우회,"500,000","500,000",소득,기타소득,,,,,,,,,,,,,,오우회,3,회우오
11859,11859,입금,전자뱅킹예약건별이체,용돈 월,"200,000","200,000",입금이체,경조사/용돈입금,,,,,,,,,,,,,,용돈0월,3,월0돈용
11860,11860,입금,전자뱅킹예약건별이체,용돈Ｗ,"60,000","60,000",입금이체,경조사/용돈입금,,,,,,,,,,,,,,용돈Ｗ,3,Ｗ돈용
12294,12294,입금,인터넷뱅킹 대량이체,월말  건,"2,000,000","2,000,000",소득,기타소득,,,,,,,,,,,,,,월말00건,3,건00말월
12902,12902,입금,인터넷뱅킹 대량이체,인천농  －,"142,000","2,021,000",입금이체,기타입금,,,,,,,,,,,,,,인천농00－,3,－00농천인
13115,13115,입금,인터넷뱅킹 대량이체,장대회,"300,000","300,000",입금이체,개인입금,,,,,,,,,,,,,,장대회,3,회대장
13167,13167,입금,일반대외대량 입금이체,장학회, - , - ,입금이체,지원금/장학금,,,,,,,,,,,,,,장학회,3,회학장
14557,14557,입금,인터넷뱅킹 대량이체,출    광명,"52,000","52,000",입금이체,기타입금,,,,,,,,,,,,,,출0000광명,3,명광0000출
14558,14558,입금,인터넷뱅킹 대량이체,출    의왕,"16,000","16,000",입금이체,기타입금,,,,,,,,,,,,,,출0000의왕,3,왕의0000출
15188,15188,입금,인터넷뱅킹 대량이체,파견비＿, - ,"206,000",소득,급여,,,,,,,,,,,,,,파견비＿,3,＿비견파
15297,15297,입금,인터넷뱅킹 대량이체,포상금＿,"100,000","100,000",소득,급여,,,,,,,,,,,,,,포상금＿,3,＿금상포
15404,15404,입금,전자뱅킹예약건별이체,프켄 차,"32,000","32,000",입금이체,기타입금,,,,,,,,,,,,,,프켄0차,3,차0켄프
16074,16074,입금,인터넷뱅킹 대량이체,학자금＿,"900,000","2,100,000",입금이체,지원금/장학금,,,,,,,,,,,,,,학자금＿,3,＿금자학
16643,16643,입금,전자뱅킹예약건별이체,현정   호,"500,000","500,000",소득,부동산수입,,,,,,,,,,,,,,현정000호,3,호000정현
16764,16764,입금,인터넷뱅킹 대량이체,환불   건,"2,000","2,000",입금이체,환급/환불,,,,,,,,,,,,,,환불000건,3,건000불환
16843,16843,입금,인터넷뱅킹 대량이체,휴가비＿,"700,000","700,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,휴가비＿,3,＿비가휴
17749,17749,입금,전자금융 자금집금,Ｂ단골,"595,000","1,100,000",입금이체,기타입금,,,,,,,,,,,,,,Ｂ단골,3,골단Ｂ
17764,17764,입금,인터넷뱅킹 대량이체,ＢＮＢ, - ,"600,000",금융수익,저축/투자,,,,,,,,,,,,,,ＢＮＢ,3,ＢＮＢ
17821,17821,입금,펌뱅킹 입금이체,ＤＢＩ, - ,"6,280,000",입금이체,기타입금,,,,,,,,,,,,,,ＤＢＩ,3,ＩＢＤ
17882,17882,입금,인터넷뱅킹 대량이체,ＧＴＩ,"7,241,000","7,241,000",소득,기타소득,,,,,,,,,,,,,,ＧＴＩ,3,ＩＴＧ
17897,17897,입금,인터넷뱅킹 대량이체,ＨＲＭ,"487,000","519,000",입금이체,기타입금,,,,,,,,,,,,,,ＨＲＭ,3,ＭＲＨ
17927,17927,입금,급여 입금이체,ＩＳＣ,"3,136,000","4,775,000",입금이체,회사입금,,,,,,,,,,,,,,ＩＳＣ,3,ＣＳＩ
17928,17928,입금,인터넷뱅킹 대량이체,ＩＳＪ,"2,600,000","3,260,000",입금이체,회사입금,,,,,,,,,,,,,,ＩＳＪ,3,ＪＳＩ
17957,17957,입금,인터넷뱅킹 대량이체,ＫＢＰ,"1,775,000","1,775,000",입금이체,기타입금,,,,,,,,,,,,,,ＫＢＰ,3,ＰＢＫ
18012,18012,입금,인터넷뱅킹 대량이체,ＫＶＭ, - ,"34,939,000",입금이체,기타입금,,,,,,,,,,,,,,ＫＶＭ,3,ＭＶＫ
18013,18013,입금,전자뱅킹예약건별이체,ＫＶＭ, - ,"34,939,000",입금이체,기타입금,,,,,,,,,,,,,,ＫＶＭ,3,ＭＶＫ
18016,18016,입금,인터넷뱅킹 대량이체,ＫＷＥ,"12,000","3,093,000",입금이체,기타입금,,,,,,,,,,,,,,ＫＷＥ,3,ＥＷＫ
18037,18037,입금,인터넷뱅킹 대량이체,ＬＪＳ,"1,036,000","1,036,000",입금이체,기타입금,,,,,,,,,,,,,,ＬＪＳ,3,ＳＪＬ
18111,18111,입금,인터넷뱅킹 대량이체,ＯＯＰ,"150,000","150,000",소득,급여,,,,,,,,,,,,,,ＯＯＰ,3,ＰＯＯ
18112,18112,입금,인터넷뱅킹 대량이체,ＯＰＩ,"3,704,000","3,704,000",소득,급여,,,,,,,,,,,,,,ＯＰＩ,3,ＩＰＯ
18238,18238,입금,급여 입금이체,ＳＰＧ, - ,"2,083,000",입금이체,회사입금,,,,,,,,,,,,,,ＳＰＧ,3,ＧＰＳ
18248,18248,입금,인터넷뱅킹 대량이체,ＳＴＭ, - ,"2,895,000",입금이체,회사입금,,,,,,,,,,,,,,ＳＴＭ,3,ＭＴＳ
18279,18279,입금,인터넷뱅킹 대량이체,ＴＳＡ,"483,000","2,555,000",입금이체,회사입금,,,,,,,,,,,,,,ＴＳＡ,3,ＡＳＴ
18287,18287,입금,인터넷뱅킹 대량이체,ＵＳＴ,"16,000","840,000",소득,기타소득,,,,,,,,,,,,,,ＵＳＴ,3,ＴＳＵ
18299,18299,입금,인터넷뱅킹 대량이체,ＶＣＭ,"1,000","1,000",입금이체,기타입금,,,,,,,,,,,,,,ＶＣＭ,3,ＭＣＶ
18351,18351,입금,인터넷뱅킹 대량이체,ｏｏｐ,"32,000","32,000",입금이체,기타입금,,,,,,,,,,,,,,ｏｏｐ,3,ｐｏｏ
18365,18365,지급,지로 출금이체,           SKT, - ,"1,553,000",주거/생활,통신비,,,,,,,,,,,,,,00000000000SKT,3,TKS00000000000
18366,18366,지급,펌뱅킹 출금이체,           SKT, - ,"1,553,000",주거/생활,통신비,,,,,,,,,,,,,,00000000000SKT,3,TKS00000000000
18367,18367,지급,지로 출금이체,          SKT, - ,"47,000",주거/생활,통신비,,,,,,,,,,,,,,0000000000SKT,3,TKS0000000000
18369,18369,지급,지로 출금이체,        SKT, - ,"193,000",주거/생활,통신비,,,,,,,,,,,,,,00000000SKT,3,TKS00000000
18370,18370,지급,펌뱅킹 출금이체,        SKT, - ,"193,000",주거/생활,통신비,,,,,,,,,,,,,,00000000SKT,3,TKS00000000
18374,18374,지급,지로 출금이체,      상하수, - ,"163,000",주거/생활,세금/공과금,,,,,,,,,,,,,,000000상하수,3,수하상000000
18399,18399,지급,CMS공동망 출금이체,    기도단, - ,"20,000",기타,기부,,,,,,,,,,,,,,0000기도단,3,단도기0000
18409,18409,지급,인터넷뱅킹 대량이체,    월마감,"34,141,000","34,141,000",법인,법인,,,,,,,,,,,,,,0000월마감,3,감마월0000
18411,18411,지급,CMS공동망 출금이체,    정수기,"13,000","13,000",서비스이용,렌탈,,,,,,,,,,,,,,0000정수기,3,기수정0000
18426,18426,지급,펌뱅킹 출금이체,   겨레사,"5,000","5,000",기타,기부,,,,,,,,,,,,,,000겨레사,3,사레겨000
18427,18427,지급,펌뱅킹 출금이체,   경기중,"10,000","10,000",교육,교육비,,,,,,,,,,,,,,000경기중,3,중기경000
18431,18431,지급,펌뱅킹 출금이체,   네트웍,"33,000","33,000",개인거래,기타출금,,,,,,,,,,,,,,000네트웍,3,웍트네000
18439,18439,지급,요구불간계좌이체,   이주희, - , - ,개인거래,개인간거래,,,,,,,,,,,,,,000이주희,3,희주이000
18440,18440,지급,요구불간계좌이체,   일저축, - , - ,금융,저축/투자,,,,,,,,,,,,,,000일저축,3,축저일000
25631,25631,지급,요구불간계좌이체,  계모임, - , - ,개인거래,모임비,,,,,,,,,,,,,,00계모임,3,임모계00
33018,33018,지급,CMS공동망 출금이체, 기 Ｄ펜,"71,000","71,000",교육,교육비,,,,,,,,,,,,,,0기0Ｄ펜,3,펜Ｄ0기0
33136,33136,지급,CMS공동망 출금이체, 월수학,"60,000","60,000",교육,교육비,,,,,,,,,,,,,,0월수학,3,학수월0
33165,33165,지급,CMS공동망 출금이체, 월주산,"30,000","30,000",교육,교육비,,,,,,,,,,,,,,0월주산,3,산주월0
33168,33168,지급,인터넷뱅킹 대량이체, 월지급,"23,315,000","30,000,000",법인,법인,,,,,,,,,,,,,,0월지급,3,급지월0
33170,33170,지급,CMS공동망 출금이체, 월축구, - , - ,여가,레저/스포츠,,,,,,,,,,,,,,0월축구,3,구축월0
33176,33176,지급,CMS공동망 출금이체, 월코딩,"30,000","30,000",교육,교육비,,,,,,,,,,,,,,0월코딩,3,딩코월0
33191,33191,지급,전자뱅킹예약건별이체, 월－카드, - , - ,금융,카드대금,,,,,,,,,,,,,,0월－카드,3,드카－월0
33193,33193,지급,요구불간계좌이체, 인모임, - , - ,개인거래,모임비,,,,,,,,,,,,,,0인모임,3,임모인0
39358,39358,지급,CMS공동망 당일출금이체-전자금융팀,ACE, - ,"128,000",금융,저축/투자,,,,,,,,,,,,,,ACE,3,ECA
39359,39359,지급,CMS공동망 출금이체,ACE, - ,"128,000",금융,저축/투자,,,,,,,,,,,,,,ACE,3,ECA
39368,39368,지급,CMS공동망 출금이체,AIA, - ,"2,000,000",금융,보험료,,,,,,,,,,,,,,AIA,3,AIA
39372,39372,지급,CMS공동망 출금이체,AIG, - ,"242,000",금융,보험료,,,,,,,,,,,,,,AIG,3,GIA
39492,39492,지급,CMS공동망 출금이체,BMW, - ,"9,770,000",자동차,자동차구입,,,,,,,,,,,,,,BMW,3,WMB
39494,39494,지급,CMS공동망 출금이체,BNP,"9,000","21,000",금융,금융지출,,,,,,,,,,,,,,BNP,3,PNB
39529,39529,지급,외화계좌 체크카드 해외이용대금 출금,CHA, - , - ,체크카드제외,체크카드제외,,,,,,,,,,,,,,CHA,3,AHC
39574,39574,지급,요구불간계좌이체,CP 계, - , - ,개인거래,모임비,,,,,,,,,,,,,,CP0계,3,계0PC
39665,39665,지급,인터넷현물환지정가거래체결,EFX_, - , - ,법인,법인,,,,,,,,,,,,,,EFX_,3,_XFE
39760,39760,지급,외화계좌 체크카드 해외이용대금 출금,H&M, - , - ,체크카드제외,체크카드제외,,,,,,,,,,,,,,H&M,3,M&H
39840,39840,지급,CMS공동망 출금이체,IPT, - ,"125,000",개인거래,기타출금,,,,,,,,,,,,,,IPT,3,TPI
39850,39850,지급,지로 출금이체,JCN, - ,"81,000",서비스이용,구독서비스,,,,,,,,,,,,,,JCN,3,NCJ
39978,39978,지급,CMS공동망 출금이체,KIA, - ,"788,000",자동차,자동차구입,,,,,,,,,,,,,,KIA,3,AIK
39999,39999,지급,CMS공동망 출금이체,KIS, - ,"83,000",금융,금융지출,,,,,,,,,,,,,,KIS,3,SIK
40001,40001,지급,외화계좌 체크카드 해외이용대금 출금,KLM, - , - ,체크카드제외,체크카드제외,,,,,,,,,,,,,,KLM,3,MLK
40056,40056,지급,지로 출금이체,LGU, - ,"1,666,000",주거/생활,통신비,,,,,,,,,,,,,,LGU,3,UGL
40080,40080,지급,지로 출금이체,LH  월,"41,000","41,000",주거/생활,주거비,,,,,,,,,,,,,,LH00월,3,월00HL
40433,40433,지급,CMS공동망 출금이체,SKB, - ,"817,000",주거/생활,통신비,,,,,,,,,,,,,,SKB,3,BKS
40434,40434,지급,지로 출금이체,SKB, - ,"817,000",주거/생활,통신비,,,,,,,,,,,,,,SKB,3,BKS
40437,40437,지급,전자뱅킹예약건별이체,SKT, - , - ,주거/생활,통신비,,,,,,,,,,,,,,SKT,3,TKS
40635,40635,지급,CMS공동망 출금이체,SMT, - ,"43,000",개인거래,기타출금,,,,,,,,,,,,,,SMT,3,TMS
40985,40985,지급,요구불간계좌이체,가양 동, - , - ,개인거래,기타출금,,,,,,,,,,,,,,가양0동,3,동0양가
41383,41383,지급,전자뱅킹예약건별이체,강산회,"300,000","300,000",주거/생활,회비,,,,,,,,,,,,,,강산회,3,회산강
42030,42030,지급,전자뱅킹예약건별이체,건보료,"647,000","647,000",금융,4대보험,,,,,,,,,,,,,,건보료,3,료보건
42052,42052,지급,요구불간계좌이체,검우회, - , - ,주거/생활,회비,,,,,,,,,,,,,,검우회,3,회우검
42065,42065,지급,펌뱅킹 출금이체,결준비, - ,"220,000",개인거래,기타출금,,,,,,,,,,,,,,결준비,3,비준결
42113,42113,지급,전자뱅킹예약건별이체,경남    호,"677,000","677,000",금융,금융지출,,,,,,,,,,,,,,경남0000호,3,호0000남경
42643,42643,지급,펌뱅킹 출금이체,고유회,"20,000","20,000",주거/생활,회비,,,,,,,,,,,,,,고유회,3,회유고
43044,43044,지급,전자뱅킹예약건별이체,관리 월, - , - ,주거/생활,세금/공과금,,,,,,,,,,,,,,관리0월,3,월0리관
43050,43050,지급,펌뱅킹 출금이체,관리비　,"44,000","209,000",주거/생활,세금/공과금,,,,,,,,,,,,,,관리비0,3,0비리관
43274,43274,지급,펌뱅킹 출금이체,교보    -  G, - ,"13,960,000",금융,금융지출,,,,,,,,,,,,,,교보0000-00G,3,G00-0000보교
43320,43320,지급,CMS공동망 출금이체,교원－ 건, - ,"1,097,000",금융,보험료,,,,,,,,,,,,,,교원－0건,3,건0－원교
43376,43376,지급,요구불간계좌이체,구로집, - , - ,기타,회사출금,,,,,,,,,,,,,,구로집,3,집로구
47426,47426,지급,펌뱅킹 출금이체,그린Ｆ,"50,000","50,000",기타,회사출금,,,,,,,,,,,,,,그린Ｆ,3,Ｆ린그
48222,48222,지급,펌뱅킹 출금이체,금룡사　,"10,000","10,000",기타,기부,,,,,,,,,,,,,,금룡사0,3,0사룡금
48378,48378,지급,전자뱅킹예약건별이체,기업  거,"1,000","1,000",개인거래,기타출금,,,,,,,,,,,,,,기업00거,3,거00업기
49887,49887,지급,요구불간계좌이체,김단비, - , - ,개인거래,개인간거래,,,,,,,,,,,,,,김단비,3,비단김
53214,53214,지급,펌뱅킹 출금이체,나드리　, - ,"200,000",개인거래,기타출금,,,,,,,,,,,,,,나드리0,3,0리드나
53399,53399,지급,전자뱅킹예약건별이체,낚시회,"120,000","120,000",주거/생활,회비,,,,,,,,,,,,,,낚시회,3,회시낚
53770,53770,지급,전자뱅킹예약건별이체,넷플 월,"17,000","17,000",서비스이용,구독서비스,,,,,,,,,,,,,,넷플0월,3,월0플넷
53907,53907,지급,펌뱅킹 출금이체,노비타　,"17,000","20,000",기타,회사출금,,,,,,,,,,,,,,노비타0,3,0타비노
54146,54146,지급,전자뱅킹예약건별이체,농협 월, - , - ,개인거래,기타출금,,,,,,,,,,,,,,농협0월,3,월0협농
54168,54168,지급,전자뱅킹예약건별이체,농협 집, - , - ,주거/생활,주거비,,,,,,,,,,,,,,농협0집,3,집0협농
58307,58307,지급,펌뱅킹 출금이체,단골집,"66,000","66,000",기타,회사출금,,,,,,,,,,,,,,단골집,3,집골단
58346,58346,지급,지로 출금이체,당비 월, - ,"500,000",주거/생활,회비,,,,,,,,,,,,,,당비0월,3,월0비당
59272,59272,지급,요구불간계좌이체,돕기회, - , - ,기타,기부,,,,,,,,,,,,,,돕기회,3,회기돕
59437,59437,지급,CMS공동망 출금이체,동암 월, - , - ,개인거래,기타출금,,,,,,,,,,,,,,동암0월,3,월0암동
59440,59440,지급,펌뱅킹 출금이체,동양  -   건, - ,"3,100,000",금융,보험료,,,,,,,,,,,,,,동양00-000건,3,건000-00양동
